category	hgnc_id	hgnc_symbol	uniprot_acc	ensembl_gene	ncbi_gene_id	uniprot_flag	go_flag	hpa_flag	surfy_flag	cspa_flag	n_db_votes	sonnet_full_flag	adc_source	therapeutic	adc_antigen	target_function	viral_agent	viral_protein	viral_entry_mode
ADC	HGNC:3356	ENPP1	P22413	ENSG00000197594	5167	1	1	0	1	1	4	1	ADCdb		Ectonucleotide pyrophosphatase/phosphodiesterase family member 1 (ENPP1)	Nucleotide pyrophosphatase that generates diphosphate (PPi) and functions in bone mineralization and soft tissue calcification by regulating pyrophosphate levels. PPi inhibits bone mineralization and soft tissue calcification by binding to nascent hydroxyapatite crystals, thereby preventing further growth of these crystals. Preferentially hydrolyzes ATP, but can also hydrolyze other nucleoside 5&#039; triphosphates such as GTP, CTP and UTP to their corresponding monophosphates with release of pyrophosphate, as well as diadenosine polyphosphates, and also 3&#039;,5&#039;-cAMP to AMP. May also be involved in the regulation of the availability of nucleotide sugars in the endoplasmic reticulum and Golgi, and the regulation of purinergic signaling. Inhibits ectopic joint calcification and maintains articular chondrocytes by repressing hedgehog signaling; it is however unclear whether hedgehog inhibition is direct or indirect. Appears to modulate insulin sensitivity and function. Also involved in melanogenesis. Also able to hydrolyze 2&#039;,3&#039;-cGAMP (cyclic GMP-AMP), a second messenger that activates TMEM173/STING and triggers type-I interferon production. 2&#039;,3&#039;-cGAMP degradation takes place in the lumen or extracellular space, and not in the cytosol where it is produced; the role of 2&#039;,3&#039;-cGAMP hydrolysis is therefore unclear. Not able to hydrolyze the 2&#039;,3&#039;-cGAMP linkage isomer 3&#039;-3&#039;-cGAMP.			
ADC	HGNC:3358	ENPP3	O14638	ENSG00000154269	5169	1	1	0	0	1	3	1	ADCdb		Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 (ENPP3)	Hydrolase that metabolizes extracellular nucleotides, including ATP, GTP, UTP and CTP. Limits mast cell and basophil responses during inflammation and during the chronic phases of allergic responses by eliminating the extracellular ATP that functions as signaling molecule and activates basophils and mast cells and induces the release of inflammatory cytokines. Metabolizes extracellular ATP in the lumen of the small intestine, and thereby prevents ATP-induced apoptosis of intestinal plasmacytoid dendritic cells. Has also alkaline phosphodiesterase activity.			
ADC	HGNC:3386	EPHA2	P29317	ENSG00000142627	1969	1	1	1	1	1	5	1	ADCdb		Ephrin type-A receptor 2 (EPHA2)	Receptor tyrosine kinase which binds promiscuously membrane- bound ephrin-A family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The signaling pathway downstream of the receptor is referred to as forward signaling while the signaling pathway downstream of the ephrin ligand is referred to as reverse signaling. Activated by the ligand ephrin- A1/EFNA1 regulates migration, integrin-mediated adhesion, proliferation and differentiation of cells. Regulates cell adhesion and differentiation through DSG1/desmoglein-1 and inhibition of the ERK1/ERK2 (MAPK3/MAPK1, respectively) signaling pathway. May also participate in UV radiation-induced apoptosis and have a ligand- independent stimulatory effect on chemotactic cell migration. During development, may function in distinctive aspects of pattern formation and subsequently in development of several fetal tissues. Involved for instance in angiogenesis, in early hindbrain development and epithelial proliferation and branching morphogenesis during mammary gland development. Engaged by the ligand ephrin-A5/EFNA5 may regulate lens fiber cells shape and interactions and be important for lens transparency development and maintenance. With ephrin-A2/EFNA2 may play a role in bone remodeling through regulation of osteoclastogenesis and osteoblastogenesis.			
ADC	HGNC:3387	EPHA3	P29320	ENSG00000044524	2042	1	0	1	1	1	4	1	ADCdb		Ephrin type-A receptor 3 (EPHA3)	Receptor tyrosine kinase which binds promiscuously membrane- bound ephrin family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The signaling pathway downstream of the receptor is referred to as forward signaling while the signaling pathway downstream of the ephrin ligand is referred to as reverse signaling. Highly promiscuous for ephrin-A ligands it binds preferentially EFNA5. Upon activation by EFNA5 regulates cell-cell adhesion, cytoskeletal organization and cell migration. Plays a role in cardiac cells migration and differentiation and regulates the formation of the atrioventricular canal and septum during development probably through activation by EFNA1. Involved in the retinotectal mapping of neurons. May also control the segregation but not the guidance of motor and sensory axons during neuromuscular circuit development.			
ADC	HGNC:3416	EPOR	P19235	ENSG00000187266	2057	1	1	1	1	0	4	1	ADCdb		Erythropoietin receptor (EPOR)	Receptor for erythropoietin. Mediates erythropoietin-induced erythroblast proliferation and differentiation. Upon EPO stimulation, EPOR dimerizes triggering the JAK2/STAT5 signaling cascade. In some cell types, can also activate STAT1 and STAT3. May also activate the LYN tyrosine kinase.; Isoform EPOR-T acts as a dominant-negative receptor of EPOR- mediated signaling.			
ADC	HGNC:3430	ERBB2	P04626	ENSG00000141736	2064	1	1	1	1	1	5	1	TheraSAbDab	Anbenitamab; Anvatabart; Caxmotabart; Disitamab; Trastuzumab; TRASTUZUMAB DERUXTECAN; (+5 more)	Receptor tyrosine-protein kinase erbB-2 (HER2); Receptor tyrosine-protein kinase erbB-2 (ERBB2); Receptor tyrosine-protein kinase erbB-3 (ERBB3); (+1 more)	Protein tyrosine kinase that is part of several cell surface receptor complexes, but that apparently needs a coreceptor for ligand binding. Essential component of a neuregulin-receptor complex, although neuregulins do not interact with it alone. GP30 is a potential ligand for this receptor. Regulates outgrowth and stabilization of peripheral microtubules (MTs). Upon ERBB2 activation, the MEMO1-RHOA-DIAPH1 signaling pathway elicits the phosphorylation and thus the inhibition of GSK3B at cell membrane. This prevents the phosphorylation of APC and CLASP2, allowing its association with the cell membrane. In turn, membrane-bound APC allows the localization of MACF1 to the cell membrane, which is required for microtubule capture and stabilization.			
ADC	HGNC:3431	ERBB3	P21860	ENSG00000065361	2065	1	1	1	1	1	5	1	TheraSAbDab	Izalontamab; Ruzaltatug; PATRITUMAB DERUXTECAN	Receptor tyrosine-protein kinase erbB-3 (HER3); Receptor tyrosine-protein kinase erbB-3 (HER3); Tumor-associated calcium signal transducer 2 (TROP2); (+3 more)	Tyrosine-protein kinase that plays an essential role as cell surface receptor for neuregulins. Binds to neuregulin-1 (NRG1) and is activated by it; ligand-binding increases phosphorylation on tyrosine residues and promotes its association with the p85 subunit of phosphatidylinositol 3-kinase. May also be activated by CSPG5. Involved in the regulation of myeloid cell differentiation.			
ADC	HGNC:3541	F3	P13726	ENSG00000117525	2152	1	1	0	1	1	4	1	TheraSAbDab	Tisotumab; TISOTUMAB VEDOTIN	Tissue factor (F3)	Initiates blood coagulation by forming a complex with circulating factor VII or VIIa. The [TF:VIIa] complex activates factors IX or X by specific limited proteolysis. TF plays a role in normal hemostasis by initiating the cell-surface assembly and propagation of the coagulation protease cascade.			
ADC	HGNC:3590	FAP	Q12884	ENSG00000078098	2191	1	1	0	1	1	4	1	ADCdb		Prolyl endopeptidase FAP (FAP)	Cell surface glycoprotein serine protease that participates in extracellular matrix degradation and involved in many cellular processes including tissue remodeling, fibrosis, wound healing, inflammation and tumor growth. Both plasma membrane and soluble forms exhibit post-proline cleaving endopeptidase activity, with a marked preference for Ala/Ser-Gly-Pro-Ser/Asn/Ala consensus sequences, on substrate such as alpha-2-antiplasmin SERPINF2 and SPRY2. Degrade also gelatin, heat-denatured type I collagen, but not native collagen type I and IV, vitronectin, tenascin, laminin, fibronectin, fibrin or casein. Also has dipeptidyl peptidase activity, exhibiting the ability to hydrolyze the prolyl bond two residues from the N-terminus of synthetic dipeptide substrates provided that the penultimate residue is proline, with a preference for Ala-Pro, Ile-Pro, Gly-Pro, Arg-Pro and Pro-Pro. Natural neuropeptide hormones for dipeptidyl peptidase are the neuropeptide Y (NPY), peptide YY (PYY), substance P (TAC1) and brain natriuretic peptide 32 (NPPB). The plasma membrane form, in association with either DPP4, PLAUR or integrins, is involved in the pericellular proteolysis of the extracellular matrix (ECM), and hence promotes cell adhesion, migration and invasion through the ECM. Plays a role in tissue remodeling during development and wound healing. Participates in the cell invasiveness towards the ECM in malignant melanoma cancers. Enhances tumor growth progression by increasing angiogenesis, collagen fiber degradation and apoptosis and by reducing antitumor response of the immune system. Promotes glioma cell invasion through the brain parenchyma by degrading the proteoglycan brevican. Acts as a tumor suppressor in melanocytic cells through regulation of cell proliferation and survival in a serine protease activity-independent manner.			
ADC	HGNC:3609	FCER1A	P12319	ENSG00000179639	2205	1	1	0	1	0	3	1	ADCdb		High affinity immunoglobulin epsilon receptor subunit alpha (FCER1A)	High-affinity receptor for immunoglobulin epsilon/IgE. Mediates IgE effector functions in myeloid cells. Upon IgE binding and antigen/allergen cross-linking initiates signaling pathways that lead to myeloid cell activation and differentiation. On mast cells, basophils and eosinophils stimulates the secretion of vasoactive amines, lipid mediators and cytokines that contribute to inflammatory response, tissue remodeling and cytotoxicity against microbes. Triggers the immediate hypersensitivity response to allergens as a host defense mechanism against helminth parasites, pathogenic bacteria and venom toxicity. When dysregulated, it can elicit harmful life-threatening allergic and anaphylactic reactions.			
ADC	HGNC:3688	FGFR1	P11362	ENSG00000077782	2260	1	0	0	1	1	3	1	ADCdb		Fibroblast growth factor receptor 1 (FGFR1)	Tyrosine-protein kinase that acts as cell-surface receptor for fibroblast growth factors and plays an essential role in the regulation of embryonic development, cell proliferation, differentiation and migration. Required for normal mesoderm patterning and correct axial organization during embryonic development, normal skeletogenesis and normal development of the gonadotropin-releasing hormone (GnRH) neuronal system. Phosphorylates PLCG1, FRS2, GAB1 and SHB. Ligand binding leads to the activation of several signaling cascades. Activation of PLCG1 leads to the production of the cellular signaling molecules diacylglycerol and inositol 1,4,5-trisphosphate. Phosphorylation of FRS2 triggers recruitment of GRB2, GAB1, PIK3R1 and SOS1, and mediates activation of RAS, MAPK1/ERK2, MAPK3/ERK1 and the MAP kinase signaling pathway, as well as of the AKT1 signaling pathway. Promotes phosphorylation of SHC1, STAT1 and PTPN11/SHP2. In the nucleus, enhances RPS6KA1 and CREB1 activity and contributes to the regulation of transcription. FGFR1 signaling is down-regulated by IL17RD/SEF, and by FGFR1 ubiquitination, internalization and degradation.			
ADC	HGNC:3689	FGFR2	P21802	ENSG00000066468	2263	1	1	1	1	1	5	1	TheraSAbDab	Aprutumab; APRUTUMAB IXADOTIN	Fibroblast growth factor receptor 2 (FGFR2); Fibroblast growth factor receptor 2 (FGFR2); Fibroblast growth factor receptor 4 (FGFR4)	Tyrosine-protein kinase that acts as cell-surface receptor for fibroblast growth factors and plays an essential role in the regulation of cell proliferation, differentiation, migration and apoptosis, and in the regulation of embryonic development. Required for normal embryonic patterning, trophoblast function, limb bud development, lung morphogenesis, osteogenesis and skin development. Plays an essential role in the regulation of osteoblast differentiation, proliferation and apoptosis, and is required for normal skeleton development. Promotes cell proliferation in keratinocytes and immature osteoblasts, but promotes apoptosis in differentiated osteoblasts. Phosphorylates PLCG1, FRS2 and PAK4. Ligand binding leads to the activation of several signaling cascades. Activation of PLCG1 leads to the production of the cellular signaling molecules diacylglycerol and inositol 1,4,5-trisphosphate. Phosphorylation of FRS2 triggers recruitment of GRB2, GAB1, PIK3R1 and SOS1, and mediates activation of RAS, MAPK1/ERK2, MAPK3/ERK1 and the MAP kinase signaling pathway, as well as of the AKT1 signaling pathway. FGFR2 signaling is down-regulated by ubiquitination, internalization and degradation. Mutations that lead to constitutive kinase activation or impair normal FGFR2 maturation, internalization and degradation lead to aberrant signaling. Over-expressed FGFR2 promotes activation of STAT1.			
ADC	HGNC:3690	FGFR3	P22607	ENSG00000068078	2261	1	0	0	1	1	3	1	ADCdb		Fibroblast growth factor receptor 3 (FGFR3)	Tyrosine-protein kinase that acts as cell-surface receptor for fibroblast growth factors and plays an essential role in the regulation of cell proliferation, differentiation and apoptosis. Plays an essential role in the regulation of chondrocyte differentiation, proliferation and apoptosis, and is required for normal skeleton development. Regulates both osteogenesis and postnatal bone mineralization by osteoblasts. Promotes apoptosis in chondrocytes, but can also promote cancer cell proliferation. Required for normal development of the inner ear. Phosphorylates PLCG1, CBL and FRS2. Ligand binding leads to the activation of several signaling cascades. Activation of PLCG1 leads to the production of the cellular signaling molecules diacylglycerol and inositol 1,4,5-trisphosphate. Phosphorylation of FRS2 triggers recruitment of GRB2, GAB1, PIK3R1 and SOS1, and mediates activation of RAS, MAPK1/ERK2, MAPK3/ERK1 and the MAP kinase signaling pathway, as well as of the AKT1 signaling pathway. Plays a role in the regulation of vitamin D metabolism. Mutations that lead to constitutive kinase activation or impair normal FGFR3 maturation, internalization and degradation lead to aberrant signaling. Over-expressed or constitutively activated FGFR3 promotes activation of PTPN11/SHP2, STAT1, STAT5A and STAT5B. Secreted isoform 3 retains its capacity to bind FGF1 and FGF2 and hence may interfere with FGF signaling.			
