gene_symbol	tier	surface_verdict_bucket	papers_found	papers_selected	papers_with_ec	n_filters_evidence	n_det_features	evidence_grade
EPOR	canonical	surface_yes	252.0	29	26	22	6	direct_multi_method
EPPIN	likely	surface_yes	219.0	18	14	18	5	direct_multi_method
EPS8	likely	surface_yes	237.0	19	18	16	5	supportive_but_indirect
EQTN	likely	surface_yes	207.0	7	6	18	4	supportive_but_indirect
ERAP2	low	surface_yes	229.0	14	13	18	4	weak
ERBB2	canonical	surface_yes	345.0	39	31	20	6	direct_multi_method
ERBB3	canonical	surface_yes	279.0	34	30	18	6	direct_multi_method
ERBB4	canonical	surface_yes	288.0	31	23	21	6	direct_multi_method
EREG	low	surface_yes	360.0	5	2	18	5	weak
ERMAP	likely	surface_yes	302.0	13	12	16	5	direct_multi_method
ERV3-1	canonical	surface_yes	193.0	11	11	19	4	direct_multi_method
ERVFRD-1	likely	surface_yes	169.0	23	17	18	4	direct_single_method
ERVMER34-1	likely	surface_yes	220.0	4	4	17	4	supportive_but_indirect
ERVV-1	likely	surface_yes	79.0	7	6	16	5	supportive_but_indirect
ERVV-2	likely	surface_yes	73.0	13	11	19	4	weak
ERVW-1	likely	surface_yes	232.0	23	18	19	4	direct_multi_method
ESAM	canonical	surface_yes	294.0	18	16	18	6	direct_multi_method
EVA1B	low	surface_yes	91.0	2	1	13	4	weak
EVA1C	low	surface_yes	290.0	3	2	11	6	weak
EVC2	low	surface_yes	262.0	2	0	16	6	weak
EVI2A	likely	surface_yes	181.0	4	2	14	5	direct_single_method
EVI2B	canonical	surface_yes	165.0	11	9	15	5	direct_multi_method
F11R	canonical	surface_yes	270.0	41	39	22	6	direct_multi_method
F2R	canonical	surface_yes	303.0	32	25	18	5	direct_multi_method
F2RL1	canonical	surface_yes	258.0	39	32	20	5	direct_multi_method
F2RL2	canonical	surface_yes	265.0	19	16	19	6	direct_multi_method
F2RL3	canonical	surface_yes	246.0	29	26	18	5	direct_multi_method
F3	canonical	surface_yes	352.0	17	16	17	6	direct_multi_method
FABP4	likely	surface_yes	322.0	9	9	15	4	supportive_but_indirect
FABP5	likely	surface_yes	233.0	11	10	18	4	direct_multi_method
FAIM2	low	surface_yes	231.0	12	9	18	6	supportive_but_indirect
FAM151A	low	surface_yes	101.0	2	0	13	5	weak
FAM151B	low	surface_yes	67.0	2	0	13	4	weak
FAM163A	low	surface_yes	133.0	1	1	14	3	weak
FAM163B	low	surface_yes	70.0	1	0	15	3	weak
FAM168B	low	surface_yes	261.0	2	2	14	5	weak
FAM171A1	canonical	surface_yes	149.0	3	1	14	5	weak
FAM171A2	likely	surface_yes	100.0	2	0	14	5	supportive_but_indirect
FAM171B	low	surface_yes	125.0	0	0	11	6	weak
FAM174A	low	surface_yes	80.0	2	0	12	4	weak
FAM174B	likely	surface_yes	93.0	3	1	14	4	supportive_but_indirect
FAM174C	uncertain	surface_yes	51.0	1	0	12	2	weak
FAM180B	low	surface_yes	71.0	0	0	11	3	weak
FAM187A	low	surface_yes	59.0	0	0	11	4	weak
FAM187B	low	surface_yes	41.0	0	0	11	4	weak
FAM234A	low	surface_yes	130.0	5	4	14	5	supportive_but_indirect
FAM24A	low	surface_yes	61.0	0	0	11	3	weak
FAM24B	low	surface_yes	57.0	0	0	11	3	weak
FAP	canonical	surface_yes	338.0	32	27	22	7	direct_multi_method
FAS	canonical	surface_yes	339.0	25	24	20	5	direct_multi_method
FASLG	canonical	surface_yes	319.0	34	30	20	7	direct_multi_method
FAT1	canonical	surface_yes	295.0	13	10	18	5	direct_multi_method
FAT2	canonical	surface_yes	225.0	15	14	22	5	supportive_but_indirect
FAT3	likely	surface_yes	250.0	13	10	17	6	direct_single_method
FAT4	canonical	surface_yes	222.0	20	17	22	6	direct_single_method
FBLN7	canonical	surface_yes	196.0	12	12	18	5	supportive_but_indirect
FCAMR	canonical	surface_yes	153.0	13	10	20	5	direct_multi_method
FCAR	canonical	surface_yes	279.0	29	26	19	5	direct_multi_method
FCER1A	canonical	surface_yes	292.0	18	17	19	4	direct_multi_method
FCER2	canonical	surface_yes	295.0	24	20	19	5	direct_multi_method
FCGR1A	canonical	surface_yes	314.0	29	24	18	6	direct_multi_method
FCGR2A	canonical	surface_yes	300.0	30	27	17	5	direct_multi_method
FCGR2B	canonical	surface_yes	295.0	30	25	19	5	direct_multi_method
FCGR2C	canonical	surface_yes	323.0	13	10	20	5	direct_multi_method
FCGR3A	canonical	surface_yes	318.0	34	29	21	4	direct_multi_method
FCGR3B	canonical	surface_yes	346.0	21	16	19	4	direct_multi_method
FCGRT	likely	surface_yes	333.0	24	16	19	5	direct_multi_method
FCMR	canonical	surface_yes	240.0	17	15	21	5	direct_multi_method
FCN1	low	surface_yes	277.0	10	10	17	5	weak
FCRL1	canonical	surface_yes	169.0	23	19	17	5	direct_multi_method
FCRL2	canonical	surface_yes	182.0	14	11	14	5	direct_multi_method
FCRL3	canonical	surface_yes	251.0	14	14	17	5	direct_multi_method
FCRL4	likely	surface_yes	194.0	30	28	18	5	direct_multi_method
FCRL5	canonical	surface_yes	210.0	36	31	18	5	direct_multi_method
FCRL6	likely	surface_yes	157.0	8	7	17	5	direct_multi_method
FER1L5	low	surface_yes	93.0	8	4	15	5	supportive_but_indirect
FER1L6	low	surface_yes	109.0	5	3	14	4	supportive_but_indirect
FFAR1	canonical	surface_yes	257.0	27	23	16	5	direct_multi_method
FFAR2	canonical	surface_yes	262.0	24	22	19	5	direct_multi_method
FFAR3	canonical	surface_yes	269.0	22	17	17	5	supportive_but_indirect
FFAR4	canonical	surface_yes	264.0	34	27	19	6	direct_multi_method
FGF2	likely	surface_yes	344.0	18	14	17	5	supportive_but_indirect
FGF4	low	surface_yes	308.0	5	4	16	5	weak
FGF9	low	surface_yes	304.0	15	10	16	4	weak
FGFR1	canonical	surface_yes	357.0	11	9	18	6	direct_single_method
FGFR2	canonical	surface_yes	346.0	23	17	22	6	direct_multi_method
FGFR3	canonical	surface_yes	333.0	22	21	19	6	direct_multi_method
FGFR4	canonical	surface_yes	272.0	28	26	20	6	direct_multi_method
FGFRL1	canonical	surface_yes	276.0	17	15	21	5	direct_multi_method
FGL2	canonical	surface_yes	262.0	24	23	17	4	supportive_but_indirect
FIBCD1	canonical	surface_yes	198.0	12	11	19	5	direct_multi_method
FKBP8	low	surface_yes	216.0	22	20	16	5	conflicting
FKBPL	low	surface_yes	272.0	13	11	16	4	conflicting
FLRT1	canonical	surface_yes	174.0	15	10	18	6	direct_multi_method
FLRT2	canonical	surface_yes	210.0	25	22	21	5	direct_multi_method
FLRT3	canonical	surface_yes	218.0	21	21	22	5	direct_multi_method
FLT1	canonical	surface_yes	283.0	31	28	17	6	direct_multi_method
FLT3	canonical	surface_yes	340.0	14	9	16	6	direct_multi_method
FLT3LG	canonical	surface_yes	373.0	6	5	20	6	direct_single_method
FLT4	canonical	surface_yes	283.0	31	21	21	6	direct_multi_method
FLVCR1	canonical	surface_yes	342.0	4	3	14	6	direct_multi_method
FLVCR2	likely	surface_yes	315.0	9	7	16	6	direct_single_method
FMR1NB	likely	surface_yes	122.0	2	0	14	2	direct_single_method
FN1	canonical	surface_yes	362.0	20	19	19	5	supportive_but_indirect
FNDC1	likely	surface_yes	206.0	7	7	17	5	supportive_but_indirect
FNDC10	low	surface_yes	41.0	0	0	11	3	weak
FNDC4	likely	surface_yes	146.0	9	8	16	6	supportive_but_indirect
FNDC5	low	surface_yes	270.0	25	22	16	7	weak
FNDC7	uncertain	surface_yes	53.0	0	0	11	4	weak
FNDC9	low	surface_yes	56.0	0	0	11	4	weak
FOLH1	canonical	surface_yes	306.0	36	25	21	7	direct_multi_method
FOLR1	canonical	surface_yes	297.0	38	35	18	4	direct_multi_method
FOLR2	canonical	surface_yes	305.0	29	28	21	5	direct_multi_method
FOLR3	low	surface_yes	233.0	7	7	17	4	conflicting
FPR1	canonical	surface_yes	268.0	32	28	17	6	direct_multi_method
FPR2	canonical	surface_yes	277.0	35	32	17	5	direct_multi_method
FPR3	canonical	surface_yes	216.0	28	23	17	5	direct_multi_method
FRAS1	low	surface_yes	325.0	9	4	20	6	weak
FREM2	likely	surface_yes	205.0	12	10	20	6	direct_single_method
FREY1	low	surface_yes	263.0	0	0	12	3	weak
FRMD3	likely	surface_yes	185.0	5	5	15	5	supportive_but_indirect
FRRS1L	low	surface_yes	188.0	5	5	18	4	conflicting
FSHR	likely	surface_yes	282.0	29	19	19	6	direct_multi_method
FST	likely	surface_yes	362.0	6	5	18	5	weak
FSTL1	canonical	surface_yes	295.0	18	16	14	5	direct_single_method
FSTL4	low	surface_yes	168.0	1	1	14	5	weak
FTL	low	surface_yes	302.0	13	11	15	4	supportive_but_indirect
FUCA2	likely	surface_yes	168.0	7	7	16	6	direct_single_method
FURIN	likely	surface_yes	346.0	17	11	17	6	direct_single_method
FUT2	likely	surface_yes	334.0	9	9	17	3	weak
FXYD1	canonical	surface_yes	255.0	17	15	18	4	direct_single_method
FXYD2	likely	surface_yes	213.0	19	19	18	5	direct_multi_method
FXYD3	canonical	surface_yes	218.0	20	16	20	5	direct_multi_method
FXYD4	likely	surface_yes	166.0	11	7	18	4	supportive_but_indirect
FXYD5	canonical	surface_yes	268.0	20	19	19	4	direct_multi_method
FXYD6	canonical	surface_yes	174.0	8	6	21	5	direct_multi_method
FXYD7	likely	surface_yes	129.0	7	4	15	4	supportive_but_indirect
FZD1	canonical	surface_yes	233.0	25	17	16	5	direct_multi_method
FZD10	canonical	surface_yes	214.0	25	18	17	5	direct_multi_method
FZD2	canonical	surface_yes	237.0	32	27	15	5	direct_multi_method
FZD3	canonical	surface_yes	231.0	23	19	19	5	direct_multi_method
FZD4	canonical	surface_yes	316.0	24	19	16	5	direct_multi_method
FZD5	canonical	surface_yes	236.0	31	29	16	5	direct_multi_method
FZD6	canonical	surface_yes	225.0	31	27	19	6	direct_multi_method
FZD7	canonical	surface_yes	246.0	34	29	16	5	direct_multi_method
FZD8	canonical	surface_yes	227.0	36	32	19	5	direct_multi_method
FZD9	canonical	surface_yes	227.0	21	19	16	5	direct_multi_method
G6PC1	low	surface_yes	249.0	8	5	15	5	weak
GABBR1	canonical	surface_yes	268.0	23	22	21	7	direct_multi_method
GABBR2	canonical	surface_yes	225.0	27	22	19	5	direct_multi_method
GABRA1	canonical	surface_yes	262.0	26	23	20	6	direct_multi_method
GABRA2	canonical	surface_yes	236.0	21	16	19	7	direct_multi_method
GABRA3	canonical	surface_yes	228.0	19	16	20	6	direct_multi_method
GABRA4	canonical	surface_yes	222.0	17	17	19	6	direct_multi_method
GABRA5	canonical	surface_yes	233.0	27	22	21	6	direct_multi_method
GABRA6	canonical	surface_yes	223.0	13	11	19	6	direct_multi_method
GABRB1	canonical	surface_yes	209.0	22	14	19	7	supportive_but_indirect
GABRB2	canonical	surface_yes	213.0	19	18	20	7	direct_multi_method
GABRB3	canonical	surface_yes	250.0	24	17	20	7	direct_multi_method
GABRD	canonical	surface_yes	224.0	22	19	21	6	direct_multi_method
GABRE	canonical	surface_yes	223.0	13	10	20	6	supportive_but_indirect
GABRG1	canonical	surface_yes	271.0	11	9	20	6	direct_single_method
GABRG2	canonical	surface_yes	262.0	28	23	20	7	direct_multi_method
GABRG3	canonical	surface_yes	196.0	18	12	21	7	direct_multi_method
GABRP	canonical	surface_yes	183.0	13	13	17	6	direct_multi_method
GABRQ	likely	surface_yes	311.0	6	3	18	6	supportive_but_indirect
GABRR1	canonical	surface_yes	188.0	16	14	21	7	direct_multi_method
GABRR2	canonical	surface_yes	172.0	11	8	19	7	direct_multi_method
GABRR3	likely	surface_yes	243.0	4	2	18	6	weak
GALR1	canonical	surface_yes	258.0	23	23	17	5	direct_multi_method
GALR2	canonical	surface_yes	238.0	27	24	15	5	direct_multi_method
GALR3	canonical	surface_yes	177.0	22	17	17	5	direct_multi_method
GAPT	low	surface_yes	304.0	0	0	11	3	weak
GARS1	low	surface_yes	288.0	3	2	17	6	weak
GAS1	canonical	surface_yes	239.0	25	22	21	4	direct_multi_method
GC	low	surface_yes	369.0	3	2	14	5	weak
GCGR	canonical	surface_yes	265.0	22	16	17	5	direct_single_method
GDAP2	low	surface_yes	125.0	0	0	11	5	weak
GDE1	low	surface_yes	279.0	5	3	15	4	weak
GDPD2	canonical	surface_yes	164.0	10	7	17	6	direct_multi_method
GDPD4	likely	surface_yes	96.0	3	2	16	5	direct_single_method
GDPD5	canonical	surface_yes	158.0	17	15	17	6	direct_multi_method
GFRA1	canonical	surface_yes	261.0	28	21	21	6	direct_multi_method
GFRA2	canonical	surface_yes	227.0	24	24	21	6	direct_multi_method
GFRA3	canonical	surface_yes	200.0	22	18	20	6	direct_multi_method
GFRA4	likely	surface_yes	244.0	10	9	19	6	direct_multi_method
GFRAL	likely	surface_yes	209.0	29	29	18	5	direct_multi_method
GGT1	canonical	surface_yes	349.0	4	1	15	5	supportive_but_indirect
GGT5	canonical	surface_yes	231.0	9	7	15	5	supportive_but_indirect
GGT6	likely	surface_yes	152.0	5	1	17	5	supportive_but_indirect
GGT7	canonical	surface_yes	192.0	6	5	15	6	supportive_but_indirect
GHR	canonical	surface_yes	286.0	19	13	18	6	direct_multi_method
GHRHR	canonical	surface_yes	230.0	20	20	17	5	direct_single_method
GHSR	canonical	surface_yes	248.0	30	27	16	6	direct_multi_method
GINM1	low	surface_yes	124.0	0	0	11	5	weak
GIPR	canonical	surface_yes	243.0	31	29	15	6	direct_multi_method
GJA1	likely	surface_yes	321.0	43	33	17	6	supportive_but_indirect
GJA10	canonical	surface_yes	131.0	8	3	18	5	direct_single_method
GJA3	likely	surface_yes	253.0	25	20	17	6	direct_multi_method
GJA4	canonical	surface_yes	241.0	23	17	17	5	supportive_but_indirect
GJA5	likely	surface_yes	271.0	30	26	18	4	supportive_but_indirect
GJA8	likely	surface_yes	273.0	20	14	16	5	direct_single_method
GJA9	canonical	surface_yes	182.0	10	6	17	5	supportive_but_indirect
GJB1	canonical	surface_yes	249.0	26	22	17	6	direct_multi_method
GJB2	canonical	surface_yes	275.0	33	25	17	5	supportive_but_indirect
GJB3	likely	surface_yes	237.0	18	16	18	6	supportive_but_indirect
GJB4	likely	surface_yes	194.0	14	10	17	6	supportive_but_indirect
GJB5	low	surface_yes	167.0	14	10	19	6	conflicting
GJB6	canonical	surface_yes	281.0	23	18	17	6	direct_multi_method
GJB7	canonical	surface_yes	106.0	6	4	17	5	direct_single_method
GJC1	likely	surface_yes	225.0	33	22	18	5	direct_single_method
GJC2	likely	surface_yes	195.0	26	20	16	6	direct_multi_method
GJC3	likely	surface_yes	171.0	16	9	17	6	supportive_but_indirect
GJD2	low	surface_yes	217.0	29	29	18	6	direct_multi_method
GJD3	likely	surface_yes	192.0	14	12	17	6	direct_multi_method
GJD4	likely	surface_yes	216.0	6	4	15	5	direct_multi_method
GJE1	likely	surface_yes	191.0	8	4	15	5	supportive_but_indirect
GKN1	low	surface_yes	311.0	3	2	12	4	weak
GLDN	likely	surface_yes	228.0	11	9	19	6	direct_single_method
GLG1	likely	surface_yes	218.0	16	14	22	4	direct_single_method
GLIPR1	canonical	surface_yes	214.0	9	7	16	6	direct_single_method
GLIPR1L1	likely	surface_yes	81.0	4	3	18	4	supportive_but_indirect
GLIPR1L2	low	surface_yes	61.0	1	0	14	5	weak
GLP1R	canonical	surface_yes	285.0	38	34	20	5	direct_multi_method
GLP2R	canonical	surface_yes	279.0	25	17	17	5	direct_multi_method
GLRA1	canonical	surface_yes	232.0	18	15	18	7	direct_multi_method
GLRA2	canonical	surface_yes	251.0	14	12	19	7	direct_multi_method
GLRA3	canonical	surface_yes	194.0	16	14	20	7	direct_multi_method
GLRB	canonical	surface_yes	197.0	23	19	20	7	direct_multi_method
GML	likely	surface_yes	246.0	1	0	15	4	weak
GNRHR	canonical	surface_yes	254.0	26	19	19	6	direct_multi_method
GOLM1	low	surface_yes	236.0	21	20	18	6	weak
GP1BA	likely	surface_yes	296.0	26	24	20	5	direct_multi_method
GP1BB	canonical	surface_yes	354.0	5	4	15	6	direct_multi_method
GP2	canonical	surface_yes	293.0	16	15	20	6	direct_multi_method
GP5	likely	surface_yes	322.0	0	0	12	5	weak
GP6	canonical	surface_yes	309.0	31	27	20	6	direct_multi_method
GP9	likely	surface_yes	281.0	27	22	18	4	direct_multi_method
GPA33	canonical	surface_yes	249.0	20	19	17	6	direct_multi_method
GPBAR1	canonical	surface_yes	308.0	22	16	18	4	direct_multi_method
GPC1	canonical	surface_yes	257.0	35	30	22	6	direct_multi_method
GPC2	canonical	surface_yes	195.0	27	25	19	5	direct_multi_method
GPC3	canonical	surface_yes	300.0	31	29	20	6	direct_multi_method
GPC4	canonical	surface_yes	231.0	32	31	21	6	direct_multi_method
GPC5	canonical	surface_yes	235.0	15	12	22	5	supportive_but_indirect
GPC6	canonical	surface_yes	204.0	20	19	21	5	direct_multi_method
GPER1	likely	surface_yes	338.0	19	17	15	5	supportive_but_indirect
GPI	likely	surface_yes	349.0	4	3	15	5	supportive_but_indirect
GPIHBP1	likely	surface_yes	223.0	22	19	16	4	direct_multi_method
GPM6A	canonical	surface_yes	363.0	11	11	17	7	direct_multi_method
GPM6B	canonical	surface_yes	242.0	10	9	16	7	direct_single_method
GPNMB	canonical	surface_yes	278.0	36	29	19	6	direct_multi_method
GPR101	canonical	surface_yes	175.0	12	10	19	5	direct_multi_method
GPR107	low	surface_yes	142.0	14	14	17	7	weak
GPR119	canonical	surface_yes	247.0	20	17	17	5	direct_multi_method
GPR12	canonical	surface_yes	169.0	9	4	16	5	supportive_but_indirect
GPR132	canonical	surface_yes	270.0	25	22	16	5	direct_single_method
GPR135	canonical	surface_yes	215.0	3	2	13	4	direct_single_method
GPR139	likely	surface_yes	183.0	10	7	14	5	supportive_but_indirect
GPR141	low	surface_yes	120.0	2	1	14	5	weak
GPR142	canonical	surface_yes	136.0	13	10	13	6	direct_single_method
GPR143	likely	surface_yes	247.0	12	12	18	4	direct_single_method
GPR146	canonical	surface_yes	189.0	15	11	15	6	direct_multi_method
GPR148	low	surface_yes	229.0	5	0	14	4	weak
GPR149	likely	surface_yes	315.0	4	2	12	5	weak
GPR15	canonical	surface_yes	272.0	23	22	17	5	direct_multi_method
GPR150	likely	surface_yes	84.0	3	0	13	4	weak
GPR151	likely	surface_yes	327.0	11	9	17	5	supportive_but_indirect
GPR152	likely	surface_yes	192.0	2	0	12	5	weak
GPR153	canonical	surface_yes	155.0	4	4	12	5	supportive_but_indirect
GPR156	likely	surface_yes	200.0	12	10	14	6	supportive_but_indirect
GPR157	likely	surface_yes	108.0	3	1	16	5	supportive_but_indirect
GPR158	canonical	surface_yes	182.0	20	18	19	5	direct_multi_method
GPR160	canonical	surface_yes	169.0	6	6	15	4	direct_single_method
GPR161	likely	surface_yes	226.0	27	25	19	6	supportive_but_indirect
GPR162	likely	surface_yes	361.0	3	2	14	6	supportive_but_indirect
GPR17	likely	surface_yes	211.0	19	16	13	6	direct_multi_method
GPR171	canonical	surface_yes	160.0	15	11	17	5	direct_single_method
GPR173	canonical	surface_yes	147.0	21	18	14	5	supportive_but_indirect
GPR174	likely	surface_yes	187.0	12	9	16	5	direct_single_method
GPR176	canonical	surface_yes	134.0	9	9	15	6	supportive_but_indirect
GPR179	likely	surface_yes	163.0	12	10	16	5	supportive_but_indirect
GPR18	canonical	surface_yes	227.0	24	21	17	5	direct_multi_method
GPR183	canonical	surface_yes	227.0	33	31	16	5	direct_multi_method
GPR19	likely	surface_yes	158.0	15	12	17	5	supportive_but_indirect
GPR20	canonical	surface_yes	120.0	6	3	14	5	direct_multi_method
GPR21	canonical	surface_yes	110.0	9	7	15	5	supportive_but_indirect
GPR22	low	surface_yes	136.0	3	3	15	5	weak
GPR25	canonical	surface_yes	114.0	8	3	16	5	supportive_but_indirect
GPR26	likely	surface_yes	147.0	9	7	15	5	direct_single_method
GPR27	likely	surface_yes	148.0	9	8	16	5	supportive_but_indirect
GPR3	canonical	surface_yes	241.0	20	19	14	5	direct_multi_method
GPR31	canonical	surface_yes	176.0	18	16	17	5	direct_single_method
GPR32	canonical	surface_yes	164.0	13	12	16	4	direct_multi_method
GPR33	likely	surface_yes	119.0	4	1	14	5	supportive_but_indirect
GPR34	canonical	surface_yes	246.0	22	20	17	5	direct_multi_method
GPR35	canonical	surface_yes	228.0	28	27	16	6	direct_multi_method
GPR37	likely	surface_yes	204.0	28	28	23	5	direct_multi_method
GPR37L1	canonical	surface_yes	176.0	19	19	18	4	direct_multi_method
GPR39	canonical	surface_yes	208.0	28	25	17	5	direct_multi_method
GPR4	canonical	surface_yes	203.0	25	22	14	5	direct_multi_method
GPR42	low	surface_yes	90.0	2	1	13	4	weak
GPR45	likely	surface_yes	157.0	5	5	14	5	supportive_but_indirect
GPR50	canonical	surface_yes	323.0	11	10	18	5	direct_single_method
GPR52	canonical	surface_yes	134.0	8	8	15	5	direct_single_method
GPR55	canonical	surface_yes	254.0	25	21	17	6	direct_multi_method
GPR6	likely	surface_yes	157.0	7	6	14	6	direct_multi_method
GPR61	canonical	surface_yes	150.0	12	10	16	5	direct_single_method
GPR62	likely	surface_yes	105.0	7	5	17	5	direct_single_method
GPR63	canonical	surface_yes	205.0	10	6	15	5	supportive_but_indirect
GPR65	canonical	surface_yes	206.0	30	27	16	5	direct_multi_method
GPR68	canonical	surface_yes	315.0	16	13	16	5	direct_multi_method
GPR75	canonical	surface_yes	183.0	15	14	20	5	direct_single_method
GPR78	likely	surface_yes	197.0	3	2	14	4	supportive_but_indirect
GPR82	low	surface_yes	101.0	1	1	14	5	weak
GPR83	canonical	surface_yes	254.0	13	10	16	6	direct_single_method
GPR84	canonical	surface_yes	222.0	26	21	16	4	direct_multi_method
GPR85	likely	surface_yes	184.0	9	6	19	5	supportive_but_indirect
GPR87	canonical	surface_yes	168.0	22	15	15	5	supportive_but_indirect
GPR88	likely	surface_yes	313.0	8	6	17	5	direct_multi_method
GPRC5A	canonical	surface_yes	222.0	20	18	14	5	direct_single_method
GPRC5B	canonical	surface_yes	194.0	16	16	18	6	supportive_but_indirect
GPRC5C	canonical	surface_yes	172.0	11	9	16	6	direct_single_method
GPRC5D	canonical	surface_yes	218.0	21	18	16	6	direct_multi_method
GPRC6A	canonical	surface_yes	339.0	23	19	16	7	direct_multi_method
GPX5	low	surface_yes	259.0	7	7	15	5	weak
GREM1	canonical	surface_yes	280.0	13	13	18	5	supportive_but_indirect
GRIA1	canonical	surface_yes	275.0	42	37	20	7	direct_multi_method
GRIA2	canonical	surface_yes	289.0	38	34	20	7	direct_multi_method
GRIA3	canonical	surface_yes	235.0	31	23	22	7	direct_multi_method
GRIA4	canonical	surface_yes	248.0	31	25	22	7	direct_multi_method
GRID1	likely	surface_yes	259.0	21	18	18	6	direct_single_method
GRID2	likely	surface_yes	246.0	22	19	19	7	direct_multi_method
GRIK1	canonical	surface_yes	242.0	23	20	18	7	direct_multi_method
GRIK2	canonical	surface_yes	229.0	27	24	19	7	direct_multi_method
GRIK3	canonical	surface_yes	200.0	22	19	20	7	direct_multi_method
GRIK4	canonical	surface_yes	245.0	15	9	19	6	direct_single_method
GRIK5	canonical	surface_yes	242.0	18	15	20	7	direct_multi_method
GRIN1	canonical	surface_yes	280.0	45	38	19	6	direct_multi_method
GRIN2A	canonical	surface_yes	278.0	37	28	20	6	direct_multi_method
GRIN2B	canonical	surface_yes	291.0	33	28	22	5	direct_multi_method
GRIN2C	canonical	surface_yes	235.0	30	22	19	5	direct_multi_method
