gene_symbol	model	prompt_variant	predicted_verdict	predicted_reason	predicted_confidence	n_reps	majority_agreement	prompt_tokens	completion_tokens	cache_creation_tokens	cache_read_tokens	n_web_searches	cost_usd	latency_s	uniprot_acc	hgnc_id	ncbi_gene_id	ensembl_gene	ground_truth_verdict	ground_truth_class	is_match	uniprot_surface_flag	go_surface_flag	surfy_surface_flag	cspa_surface_flag	hpa_surface_flag	n_db_votes	has_deep_dive
JAK1	claude-haiku-4-5	pubmed_ncbi	yes	stable_complex_partner	high	3	1.0	9465	1001	0	0	0	0.01447	11.63	P23458	HGNC:6190	3716	ENSG00000162434	no	approved_drug_intracellular_negative	0	0	1	0	0	0	1	0
JAK2	claude-haiku-4-5	pubmed_ncbi	no	cytoplasmic	high	3	1.0	9388	1370	0	0	0	0.016238	15.047	O60674	HGNC:6192	3717	ENSG00000096968	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
JAK3	claude-haiku-4-5	pubmed_ncbi	no	cytoplasmic	high	3	1.0	8859	1206	0	0	0	0.014889	14.021	P52333	HGNC:6193	3718	ENSG00000105639	no	approved_drug_intracellular_negative	1	0	1	0	0	1	2	0
KLK2	claude-haiku-4-5	pubmed_ncbi	contextual	tissue_restricted_surface	high	3	1.0	8352	1050	0	0	0	0.013602	12.849	P20151	HGNC:6363	3817	ENSG00000167751	contextual	disagreement_rich_positive	1	0	0	0	0	0	0	1
KRAS	claude-haiku-4-5	pubmed_ncbi	no	inner_leaflet_anchored	high	3	1.0	9381	1327	0	0	0	0.016016	17.502	P01116	HGNC:6407	3845	ENSG00000133703	no	wrong_side_negative	1	0	1	0	0	0	1	0
LAMP1	claude-haiku-4-5	pubmed_ncbi	contextual	lysosomal_exocytosis	high	3	1.0	8262	1123	0	0	0	0.013877	11.772	P11279	HGNC:6499	3916	ENSG00000185896	contextual	induced_borderline	1	0	0	1	1	0	2	0
LAMP2	claude-haiku-4-5	pubmed_ncbi	contextual	cell_state_induced	high	3	1.0	9039	1029	0	0	0	0.014184	12.065	P13473	HGNC:6501	3920	ENSG00000005893	contextual	induced_borderline	1	0	0	1	1	1	3	0
LAMP3	claude-haiku-4-5	pubmed_ncbi	contextual	cell_state_induced	medium	3	1.0	9102	1494	0	0	0	0.016572	17.107	Q9UQV4	HGNC:14582	27074	ENSG00000078081	contextual	lysosomal_exocytosis_borderline	1	1	0	1	1	0	3	0
LGR5	claude-haiku-4-5	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	9471	1069	0	0	0	0.014816	12.107	O75473	HGNC:4504	8549	ENSG00000139292	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
LRRC32	claude-haiku-4-5	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	8883	761	0	0	0	0.012688	8.735	Q14392	HGNC:4161	2615	ENSG00000137507	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
LRRK2	claude-haiku-4-5	pubmed_ncbi	contextual	lysosomal_exocytosis	medium	3	1.0	9046	1476	0	0	0	0.016426	16.251	Q5S007	HGNC:18618	120892	ENSG00000188906	no	approved_drug_intracellular_negative	0	0	1	0	0	0	1	0
LY6K	claude-haiku-4-5	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	6978	1042	0	0	0	0.012188	13.856	Q17RY6	HGNC:24225	54742	ENSG00000160886	contextual	gpi_anchored_positive	1	0	0	1	1	0	2	0
LYN	claude-haiku-4-5	pubmed_ncbi	contextual	dual_localization	high	3	1.0	9000	1311	0	0	0	0.015555	15.488	P07948	HGNC:6735	4067	ENSG00000254087	no	wrong_side_borderline	0	0	1	0	0	1	2	1
LYPD1	claude-haiku-4-5	pubmed_ncbi	yes	gpi_anchored	high	3	1.0	6681	577	0	0	0	0.009566	7.727	Q8N2G4	HGNC:28431	116372	ENSG00000150551	yes	gpi_anchored_positive	1	0	0	1	0	1	2	0
LYPD3	claude-haiku-4-5	pubmed_ncbi	yes	gpi_anchored	high	3	1.0	7233	929	0	0	0	0.011878	9.785	O95274	HGNC:24880	27076	ENSG00000124466	yes	gpi_anchored_positive	1	0	0	1	1	0	2	0
MAP2K1	claude-haiku-4-5	pubmed_ncbi	no	cytoplasmic	high	3	1.0	9357	1094	0	0	0	0.014827	13.551	Q02750	HGNC:6840	5604	ENSG00000169032	no	approved_drug_intracellular_negative	1	0	0	0	0	1	1	0
MAP2K2	claude-haiku-4-5	pubmed_ncbi	no	cytoplasmic	high	3	1.0	6417	969	0	0	0	0.011262	12.197	P36507	HGNC:6842	5605	ENSG00000126934	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
MC1R	claude-haiku-4-5	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	8502	987	0	0	0	0.013437	10.862	Q01726	HGNC:6929	4157	ENSG00000258839	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
MSLN	claude-haiku-4-5	pubmed_ncbi	yes	gpi_anchored	high	3	1.0	8814	1081	0	0	0	0.014219	11.697	Q13421	HGNC:7371	10232	ENSG00000102854	yes	gpi_anchored_positive	1	0	1	1	1	1	4	0
MUC1	claude-haiku-4-5	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	8842	994	0	0	0	0.013812	11.156	P15941	HGNC:7508	4582	ENSG00000185499	yes	disagreement_rich_positive	1	1	1	1	0	1	4	0
MUC16	claude-haiku-4-5	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	8415	983	0	0	0	0.01333	11.262	Q8WXI7	HGNC:15582	94025	ENSG00000181143	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
NECTIN4	claude-haiku-4-5	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	8973	1059	0	0	0	0.014268	12.44	Q96NY8	HGNC:19688	81607	ENSG00000143217	yes	validated_positive	1	1	0	1	0	1	3	0
NPY5R	claude-haiku-4-5	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	7050	744	0	0	0	0.01077	8.828	Q15761	HGNC:7958	4889	ENSG00000164129	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
NRAS	claude-haiku-4-5	pubmed_ncbi	contextual	dual_localization	high	3	1.0	8919	1024	0	0	0	0.014039	12.596	P01111	HGNC:7989	4893	ENSG00000213281	no	wrong_side_negative	0	0	0	0	0	1	1	0
NRROS	claude-haiku-4-5	pubmed_ncbi	yes	stable_complex_partner	high	3	1.0	7791	660	0	0	0	0.011091	8.555	Q86YC3	HGNC:24613	375387	ENSG00000174004	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
NUP210	claude-haiku-4-5	pubmed_ncbi	no	nuclear_envelope	high	3	1.0	6681	1024	0	0	0	0.011801	11.882	Q8TEM1	HGNC:30052	23225	ENSG00000132182	no	wrong_compartment_negative	1	0	0	1	1	0	2	0
OR1A1	claude-haiku-4-5	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	7335	809	0	0	0	0.01138	9.144	Q9P1Q5	HGNC:8179	8383	ENSG00000172146	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
PMEL	claude-haiku-4-5	pubmed_ncbi	contextual	cell_state_induced	medium	3	1.0	8283	1603	0	0	0	0.016298	20.339	P40967	HGNC:10880	6490	ENSG00000185664	contextual	dual_localization_borderline	1	0	0	1	1	0	2	0
PRAME	claude-haiku-4-5	pubmed_ncbi	no	pmhc_only_intracellular	high	3	1.0	8637	1379	0	0	0	0.015532	17.388	P78395	HGNC:9336	23532	ENSG00000185686	no	pmhc_only_negative	1	0	0	0	0	1	1	0
PRNP	claude-haiku-4-5	pubmed_ncbi	yes	gpi_anchored	high	3	1.0	9294	1115	0	0	0	0.014869	14.502	P04156	HGNC:9449	5621	ENSG00000171867	yes	gpi_anchored_positive	1	0	1	1	1	0	3	0
PSCA	claude-haiku-4-5	pubmed_ncbi	yes	gpi_anchored	high	3	1.0	8409	894	0	0	0	0.012879	10.985	O43653	HGNC:9500	8000	ENSG00000167653	yes	disagreement_rich_positive	1	0	0	1	0	1	2	0
PTK7	claude-haiku-4-5	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	8559	1009	0	0	0	0.013604	10.176	Q13308	HGNC:9618	5754	ENSG00000112655	yes	disagreement_rich_positive	1	1	0	1	1	1	4	0
RAC1	claude-haiku-4-5	pubmed_ncbi	contextual	dual_localization	high	3	0.667	9055	1262	0	0	0	0.015365	14.637	P63000	HGNC:9801	5879	ENSG00000136238	no	wrong_side_negative	0	0	1	0	0	0	1	0
RHOA	claude-haiku-4-5	pubmed_ncbi	no	cytoplasmic	high	3	1.0	8493	1277	0	0	0	0.014878	15.811	P61586	HGNC:667	387	ENSG00000067560	no	wrong_side_negative	1	0	1	0	0	1	2	0
ROR1	claude-haiku-4-5	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	8793	1067	0	0	0	0.014128	11.929	Q01973	HGNC:10256	4919	ENSG00000185483	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
ROR2	claude-haiku-4-5	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	9195	1064	0	0	0	0.014515	11.088	Q01974	HGNC:10257	4920	ENSG00000169071	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
ROS1	claude-haiku-4-5	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	8781	954	0	0	0	0.013551	10.976	P08922	HGNC:10261	6098	ENSG00000047936	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
RPN1	claude-haiku-4-5	pubmed_ncbi	no	endomembrane_resident	high	3	1.0	7674	1288	0	0	0	0.014114	13.427	P04843	HGNC:10381	6184	ENSG00000163902	no	wrong_compartment_negative	1	0	0	1	1	0	2	0
RPN2	claude-haiku-4-5	pubmed_ncbi	no	endomembrane_resident	high	3	1.0	6774	1196	0	0	0	0.012754	13.068	P04844	HGNC:10382	6185	ENSG00000118705	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
SCAP	claude-haiku-4-5	pubmed_ncbi	no	endomembrane_resident	high	3	1.0	8538	1269	0	0	0	0.014883	15.304	Q12770	HGNC:30634	22937	ENSG00000114650	no	wrong_compartment_negative	1	0	0	1	1	0	2	0
SCARB2	claude-haiku-4-5	pubmed_ncbi	contextual	lysosomal_exocytosis	medium	3	1.0	8688	1361	0	0	0	0.015493	14.845	Q14108	HGNC:1665	950	ENSG00000138760	contextual	lysosomal_exocytosis_borderline	1	0	0	1	1	0	2	0
SEC61G	claude-haiku-4-5	pubmed_ncbi	no	endomembrane_resident	high	3	1.0	6243	892	0	0	0	0.010703	11.239	P60059	HGNC:18277	23480	ENSG00000132432	no	wrong_compartment_negative	1	1	0	0	0	0	1	0
SEZ6	claude-haiku-4-5	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	8925	834	0	0	0	0.013095	10.249	Q53EL9	HGNC:15955	124925	ENSG00000063015	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
SLC34A2	claude-haiku-4-5	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	8094	938	0	0	0	0.012784	10.635	O95436	HGNC:11020	10568	ENSG00000157765	yes	disagreement_rich_positive	1	1	1	1	0	1	4	0
SRC	claude-haiku-4-5	pubmed_ncbi	contextual	cell_state_induced	high	3	1.0	8390	1257	0	0	0	0.014675	15.976	P12931	HGNC:11283	6714	ENSG00000197122	contextual	wrong_side_borderline	1	0	1	0	0	1	2	1
SSTR2	claude-haiku-4-5	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	8854	1136	0	0	0	0.014534	12.067	P30874	HGNC:11331	6752	ENSG00000180616	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
STEAP1	claude-haiku-4-5	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	8499	976	0	0	0	0.013379	11.512	Q9UHE8	HGNC:11378	26872	ENSG00000164647	yes	disagreement_rich_positive	1	0	0	0	0	0	0	0
STEAP2	claude-haiku-4-5	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	8979	856	0	0	0	0.013259	10.343	Q8NFT2	HGNC:17885	261729	ENSG00000157214	yes	disagreement_rich_positive	1	0	0	0	0	0	0	0
STIM1	claude-haiku-4-5	pubmed_ncbi	contextual	dual_localization	medium	3	1.0	8763	1181	0	0	0	0.014668	14.0	Q13586	HGNC:11386	6786	ENSG00000167323	contextual	induced_borderline	1	1	1	1	1	0	4	0
SUN1	claude-haiku-4-5	pubmed_ncbi	no	nuclear_envelope	high	3	1.0	7032	1088	0	0	0	0.012472	12.925	O94901	HGNC:18587	23353	ENSG00000164828	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
SUN2	claude-haiku-4-5	pubmed_ncbi	no	nuclear_envelope	high	3	1.0	6789	1066	0	0	0	0.012119	12.595	Q9UH99	HGNC:14210	25777	ENSG00000100242	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
SYK	claude-haiku-4-5	pubmed_ncbi	no	cytoplasmic	high	3	1.0	8934	1164	0	0	0	0.014754	14.002	P43405	HGNC:11491	6850	ENSG00000165025	no	approved_drug_intracellular_negative	1	0	1	0	0	1	2	0
SYNE1	claude-haiku-4-5	pubmed_ncbi	no	nuclear_envelope	high	3	1.0	6963	1153	0	0	0	0.012728	13.435	Q8NF91	HGNC:17089	23345	ENSG00000131018	no	wrong_compartment_negative	1	0	1	0	0	0	1	0
SYNE2	claude-haiku-4-5	pubmed_ncbi	no	nuclear_envelope	high	3	1.0	6318	1093	0	0	0	0.011783	14.292	Q8WXH0	HGNC:17084	23224	ENSG00000054654	no	wrong_compartment_negative	1	0	1	0	0	0	1	0
TACSTD2	claude-haiku-4-5	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	8262	891	0	0	0	0.012717	11.206	P09758	HGNC:11530	4070	ENSG00000184292	yes	validated_positive	1	1	1	1	1	1	5	1
TF	claude-haiku-4-5	pubmed_ncbi	contextual	dual_localization	high	3	1.0	8394	1345	0	0	0	0.015119	16.898	P02787	HGNC:11740	7018	ENSG00000091513	no	secreted_negative	0	0	1	0	1	0	2	0
TFRC	claude-haiku-4-5	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	8607	930	0	0	0	0.013257	10.226	P02786	HGNC:11763	7037	ENSG00000072274	yes	disagreement_rich_positive	1	1	1	0	1	0	3	0
TGFB1	claude-haiku-4-5	pubmed_ncbi	contextual	stable_surface_attachment	medium	3	1.0	9633	1516	0	0	0	0.017213	18.953	P01137	HGNC:11766	7040	ENSG00000105329	contextual	surface_attachment_borderline	1	0	1	0	1	1	3	0
TGOLN2	claude-haiku-4-5	pubmed_ncbi	no	endomembrane_resident	high	3	1.0	6825	1106	0	0	0	0.012355	11.77	O43493	HGNC:15450	10618	ENSG00000152291	contextual	induced_borderline	0	1	0	1	0	0	2	1
TM4SF1	claude-haiku-4-5	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	8937	1099	0	0	0	0.014432	11.467	P30408	HGNC:11853	4071	ENSG00000169908	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
TMED10	claude-haiku-4-5	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	9402	1186	0	0	0	0.015332	13.506	P49755	HGNC:16998	10972	ENSG00000170348	contextual	dual_localization_borderline	1	0	1	0	0	0	1	0
TMED9	claude-haiku-4-5	pubmed_ncbi	no	endomembrane_resident	high	3	1.0	6726	1024	0	0	0	0.011846	11.831	Q9BVK6	HGNC:24878	54732	ENSG00000184840	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
TYK2	claude-haiku-4-5	pubmed_ncbi	no	cytoplasmic	high	3	0.667	8442	1416	0	0	0	0.015522	16.359	P29597	HGNC:12440	7297	ENSG00000105397	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
TYRP1	claude-haiku-4-5	pubmed_ncbi	contextual	dual_localization	high	3	1.0	8751	1227	0	0	0	0.014886	14.244	P17643	HGNC:12450	7306	ENSG00000107165	contextual	dual_localization_borderline	1	0	0	1	1	0	2	0
VDAC1	claude-haiku-4-5	pubmed_ncbi	contextual	cell_state_induced	medium	3	1.0	8508	1267	0	0	0	0.014843	16.38	P21796	HGNC:12669	7416	ENSG00000213585	contextual	induced_borderline	1	0	0	0	1	0	1	0
VEGFA	claude-haiku-4-5	pubmed_ncbi	contextual	dual_localization	high	3	1.0	8643	1449	0	0	0	0.015888	20.379	P15692	HGNC:12680	7422	ENSG00000112715	no	secreted_negative	0	0	1	0	0	0	1	0
ZP3	claude-haiku-4-5	pubmed_ncbi	contextual	tissue_restricted_surface	medium	3	1.0	8304	1126	0	0	0	0.013934	13.375	P21754	HGNC:13189	7784	ENSG00000188372	contextual	dual_localization_borderline	1	1	0	1	0	0	2	0
A2M	claude-haiku-4-5	web_ncbi	no	secreted_only	high	3	0.667	12915	2797	48165	0	6	0.147106	37.58	P01023	HGNC:7	2	ENSG00000175899	no	secreted_negative	1	0	0	0	1	0	1	0
ABCB9	claude-haiku-4-5	web_ncbi	no	endomembrane_resident	high	3	1.0	12876	2269	51776	0	6	0.148941	28.487	Q9NP78	HGNC:50	23457	ENSG00000150967	no	wrong_compartment_negative	1	0	0	1	0	0	1	0
ADORA3	claude-haiku-4-5	web_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	12831	2011	48459	9488	6	0.144409	32.758	P0DMS8	HGNC:268	140	ENSG00000282608	yes	gpcr_extracellular_pocket	1	1	0	0	0	0	1	0
AKT2	claude-haiku-4-5	web_ncbi	no	cytoplasmic	high	3	1.0	12957	1557	18577	0	3	0.073963	18.307	P31751	HGNC:392	208	ENSG00000105221	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
ALPG	claude-haiku-4-5	web_ncbi	yes	gpi_anchored	high	3	1.0	12708	1570	47083	0	6	0.139412	21.609	P10696	HGNC:441	251	ENSG00000163286	contextual	disagreement_rich_positive	1	0	0	1	0	1	2	0
AMHR2	claude-haiku-4-5	web_ncbi	yes	classical_surface_receptor	high	3	1.0	12831	2147	48436	0	6	0.144111	25.807	Q16671	HGNC:465	269	ENSG00000135409	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
APOB	claude-haiku-4-5	web_ncbi	no	secreted_only	high	3	1.0	12960	2980	52881	16854	7	0.165647	41.337	P04114	HGNC:603	338	ENSG00000084674	no	secreted_negative	1	0	0	0	1	0	1	0
APPL1	claude-haiku-4-5	web_ncbi	no	cytoplasmic	high	3	1.0	12882	2449	50176	0	6	0.147847	31.079	Q9UKG1	HGNC:24035	26060	ENSG00000157500	no	opencell_vesicle_negative	1	0	0	0	0	1	1	0
ATG9A	claude-haiku-4-5	web_ncbi	contextual	dual_localization	high	3	0.667	12615	2392	48999	0	6	0.145824	30.282	Q7Z3C6	HGNC:22408	79065	ENSG00000198925	no	wrong_compartment_negative	0	0	0	1	1	0	2	0
ATP5F1B	claude-haiku-4-5	web_ncbi	no	mitochondrial_internal	high	3	1.0	13008	813	0	0	0	0.017073	11.078	P06576	HGNC:830	506	ENSG00000110955	contextual	dual_localization_borderline	0	0	1	0	0	0	1	0
AVPR1A	claude-haiku-4-5	web_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	12777	571	0	0	0	0.015632	6.852	P37288	HGNC:895	552	ENSG00000166148	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
B2M	claude-haiku-4-5	web_ncbi	yes	stable_complex_partner	high	3	1.0	12765	1332	18093	0	2	0.062041	16.203	P61769	HGNC:914	567	ENSG00000166710	yes	stable_complex_positive	1	1	1	0	0	1	3	0
B4GALT1	claude-haiku-4-5	web_ncbi	no	endomembrane_resident	high	3	1.0	13020	781	0	0	0	0.016925	10.08	P15291	HGNC:924	2683	ENSG00000086062	contextual	induced_borderline	0	1	1	0	0	0	2	0
BAX	claude-haiku-4-5	web_ncbi	no	cytoplasmic	high	3	1.0	12828	1383	13048	7766	2	0.05683	24.59	Q07812	HGNC:959	581	ENSG00000087088	no	induced_borderline	1	0	0	0	0	1	1	1
BDKRB1	claude-haiku-4-5	web_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	12840	615	0	0	0	0.015915	7.906	P46663	HGNC:1029	623	ENSG00000100739	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
BRAF	claude-haiku-4-5	web_ncbi	no	cytoplasmic	high	3	1.0	12942	926	0	0	0	0.017572	12.524	P15056	HGNC:1097	673	ENSG00000157764	no	approved_drug_intracellular_negative	1	0	0	0	0	1	1	0
BST2	claude-haiku-4-5	web_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	12657	2234	50369	0	6	0.146788	28.292	Q10589	HGNC:1119	684	ENSG00000130303	yes	gpi_anchored_positive	1	1	1	1	1	0	4	0
BTK	claude-haiku-4-5	web_ncbi	no	cytoplasmic	high	3	1.0	12816	2556	49279	10375	6	0.148232	33.702	Q06187	HGNC:1133	695	ENSG00000010671	no	approved_drug_intracellular_negative	1	0	0	0	0	1	1	0
C3	claude-haiku-4-5	web_ncbi	no	secreted_only	high	3	1.0	12945	3177	59281	37650	8	0.186696	48.078	P01024	HGNC:1318	718	ENSG00000125730	contextual	surface_attachment_borderline	0	1	0	0	1	0	2	0
CA9	claude-haiku-4-5	web_ncbi	yes	classical_surface_receptor	high	3	1.0	12822	2240	46830	0	6	0.14256	31.753	Q16790	HGNC:1383	768	ENSG00000107159	yes	disagreement_rich_positive	1	1	0	0	0	1	2	0
CALR	claude-haiku-4-5	web_ncbi	contextual	cell_state_induced	high	3	1.0	12903	2574	55403	0	7	0.165027	37.354	P27797	HGNC:1455	811	ENSG00000179218	contextual	induced_borderline	1	1	1	0	1	0	3	0
CCR8	claude-haiku-4-5	web_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	13002	2526	51702	0	7	0.160259	31.165	P51685	HGNC:1609	1237	ENSG00000179934	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
CD19	claude-haiku-4-5	web_ncbi	yes	classical_surface_receptor	high	3	1.0	12825	614	0	0	0	0.015895	7.295	P15391	HGNC:1633	930	ENSG00000177455	yes	validated_positive	1	1	1	1	1	0	4	0
CD24	claude-haiku-4-5	web_ncbi	yes	gpi_anchored	high	3	1.0	12771	581	0	0	0	0.015676	6.886	P25063	HGNC:1645	100133941	ENSG00000272398	yes	gpi_anchored_positive	1	0	1	1	0	0	2	0
CD276	claude-haiku-4-5	web_ncbi	yes	classical_surface_receptor	high	3	1.0	12873	3041	63582	0	8	0.187555	35.466	Q5ZPR3	HGNC:19137	80381	ENSG00000103855	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
CD63	claude-haiku-4-5	web_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	12834	563	0	0	0	0.015649	7.005	P08962	HGNC:1692	967	ENSG00000135404	contextual	lysosomal_exocytosis_borderline	1	1	1	1	1	0	4	0
CD68	claude-haiku-4-5	web_ncbi	contextual	dual_localization	high	3	1.0	12873	820	0	0	0	0.016973	10.213	P34810	HGNC:1693	968	ENSG00000129226	contextual	lysosomal_exocytosis_borderline	1	1	0	1	1	0	3	0
CD74	claude-haiku-4-5	web_ncbi	yes	classical_surface_receptor	high	3	1.0	12777	2747	47745	0	6	0.146193	32.836	P04233	HGNC:1697	972	ENSG00000019582	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
CEACAM5	claude-haiku-4-5	web_ncbi	yes	classical_surface_receptor	high	3	1.0	12810	1439	34461	0	4	0.103081	18.219	P06731	HGNC:1817	1048	ENSG00000105388	yes	gpi_anchored_positive	1	1	1	1	0	1	4	0
CEACAM6	claude-haiku-4-5	web_ncbi	yes	gpi_anchored	high	3	1.0	12882	576	0	0	0	0.015762	7.777	P40199	HGNC:1818	4680	ENSG00000086548	yes	gpi_anchored_positive	1	1	1	1	1	0	4	0
CLDN18	claude-haiku-4-5	web_ncbi	contextual	cell_state_induced	high	3	1.0	12804	2763	48593	0	6	0.14736	32.305	P56856	HGNC:2039	51208	ENSG00000066405	yes	disagreement_rich_positive	1	1	0	1	0	1	3	1
CLDN6	claude-haiku-4-5	web_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	12777	2327	52351	0	6	0.149851	29.873	P56747	HGNC:2048	9074	ENSG00000184697	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
CRISP1	claude-haiku-4-5	web_ncbi	contextual	tissue_restricted_surface	medium	3	1.0	12930	2354	45563	0	6	0.141654	32.045	P54107	HGNC:304	167	ENSG00000124812	contextual	surface_attachment_borderline	1	0	0	0	0	0	0	0
CSPG4	claude-haiku-4-5	web_ncbi	yes	classical_surface_receptor	high	3	1.0	12798	3070	70184	0	9	0.205878	36.726	Q6UVK1	HGNC:2466	1464	ENSG00000173546	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
DLK1	claude-haiku-4-5	web_ncbi	yes	classical_surface_receptor	high	3	1.0	12876	2406	54105	0	6	0.152537	28.022	P80370	HGNC:2907	8788	ENSG00000185559	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
DLL3	claude-haiku-4-5	web_ncbi	contextual	cell_state_induced	high	3	1.0	12699	3205	54977	16165	7	0.169062	40.09	Q9NYJ7	HGNC:2909	10683	ENSG00000090932	contextual	disagreement_rich_positive	1	1	0	1	0	1	3	0
DPEP1	claude-haiku-4-5	web_ncbi	yes	gpi_anchored	high	3	1.0	12720	1848	44603	0	6	0.137714	23.457	P16444	HGNC:3002	1800	ENSG00000015413	yes	gpi_anchored_positive	1	1	0	1	1	1	4	0
DSG3	claude-haiku-4-5	web_ncbi	yes	classical_surface_receptor	high	3	1.0	12852	1228	16739	0	2	0.059916	16.856	P32926	HGNC:3050	1830	ENSG00000134757	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
DSG4	claude-haiku-4-5	web_ncbi	yes	classical_surface_receptor	high	3	1.0	12789	1690	35625	0	3	0.09577	22.435	Q86SJ6	HGNC:21307	147409	ENSG00000175065	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
EFNA4	claude-haiku-4-5	web_ncbi	yes	gpi_anchored	high	3	1.0	12864	490	0	0	0	0.015314	6.223	P52798	HGNC:3224	1945	ENSG00000243364	yes	disagreement_rich_positive	1	0	0	1	1	0	2	0
EPCAM	claude-haiku-4-5	web_ncbi	yes	classical_surface_receptor	high	3	1.0	13158	2408	56709	0	7	0.166084	28.558	P16422	HGNC:11529	4072	ENSG00000119888	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
EPHB4	claude-haiku-4-5	web_ncbi	yes	classical_surface_receptor	high	3	1.0	12945	1969	41118	0	5	0.124188	24.674	P54760	HGNC:3395	2050	ENSG00000196411	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
EREG	claude-haiku-4-5	web_ncbi	yes	classical_surface_receptor	high	3	1.0	12789	2452	49197	0	6	0.146545	29.151	O14944	HGNC:3443	2069	ENSG00000124882	contextual	disagreement_rich_positive	1	1	0	1	0	0	2	0
F2	claude-haiku-4-5	web_ncbi	contextual	dual_localization	medium	3	0.667	12858	1214	0	0	0	0.018928	15.146	P00734	HGNC:3535	2147	ENSG00000180210	no	secreted_negative	0	0	1	0	1	0	2	0
FLT3	claude-haiku-4-5	web_ncbi	yes	classical_surface_receptor	high	3	1.0	12885	769	0	0	0	0.01673	10.24	P36888	HGNC:3765	2322	ENSG00000122025	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
FN1	claude-haiku-4-5	web_ncbi	contextual	dual_localization	high	3	1.0	12951	822	0	0	0	0.017061	10.668	P02751	HGNC:3778	2335	ENSG00000115414	contextual	secreted_negative	1	0	0	0	1	0	1	1
