gene_symbol	model	prompt_variant	replicate	predicted_verdict	predicted_reason	predicted_confidence	prompt_tokens	completion_tokens	cache_creation_tokens	cache_read_tokens	n_web_searches	cost_usd	latency_s	uniprot_acc	hgnc_id	ncbi_gene_id	ensembl_gene	ground_truth_verdict	ground_truth_class	is_match
MAP2K1	claude-haiku-4-5	web_ncbi	1	no	cytoplasmic	high	4306	280	0	0	0	0.005706	3.669617165985983	Q02750	HGNC:6840	5604	ENSG00000169032	no	approved_drug_intracellular_negative	1
MAP2K2	claude-haiku-4-5	web_ncbi	1	no	cytoplasmic	high	4321	218	0	0	0	0.005411	3.794584874995053	P36507	HGNC:6842	5605	ENSG00000126934	no	approved_drug_intracellular_negative	1
MC1R	claude-haiku-4-5	web_ncbi	1	yes	multipass_with_exposed_loops	high	4295	230	0	0	0	0.005445	2.9386608339846134	Q01726	HGNC:6929	4157	ENSG00000258839	yes	gpcr_extracellular_pocket	1
MSLN	claude-haiku-4-5	web_ncbi	1	yes	gpi_anchored	high	4293	205	0	0	0	0.005318	2.583186417003162	Q13421	HGNC:7371	10232	ENSG00000102854	yes	gpi_anchored_positive	1
MUC1	claude-haiku-4-5	web_ncbi	1	yes	classical_surface_receptor	high	4373	244	0	0	0	0.005593	3.2574791670194827	P15941	HGNC:7508	4582	ENSG00000185499	yes	disagreement_rich_positive	1
MUC16	claude-haiku-4-5	web_ncbi	1	yes	classical_surface_receptor	high	4298	200	0	0	0	0.005298	2.571124166948721	Q8WXI7	HGNC:15582	94025	ENSG00000181143	yes	disagreement_rich_positive	1
NECTIN4	claude-haiku-4-5	web_ncbi	1	contextual	dual_localization	high	4342	217	0	0	0	0.005427	4.06125400000019	Q96NY8	HGNC:19688	81607	ENSG00000143217	yes	validated_positive	1
NPY5R	claude-haiku-4-5	web_ncbi	1	yes	multipass_with_exposed_loops	high	4279	700	25364	0	2	0.059483999999999995	8.774620082986075	Q15761	HGNC:7958	4889	ENSG00000164129	yes	gpcr_extracellular_pocket	1
NRAS	claude-haiku-4-5	web_ncbi	1	contextual	dual_localization	high	4335	324	0	0	0	0.005955	4.219189000024926	P01111	HGNC:7989	4893	ENSG00000213281	no	wrong_side_negative	0
NRROS	claude-haiku-4-5	web_ncbi	1	yes	classical_surface_receptor	high	4248	1013	27990	0	2	0.0643005	12.046418999962043	Q86YC3	HGNC:24613	375387	ENSG00000174004	yes	disagreement_rich_positive	1
NUP210	claude-haiku-4-5	web_ncbi	1	no	nuclear_envelope	high	4276	363	0	0	0	0.006091	4.460669457970653	Q8TEM1	HGNC:30052	23225	ENSG00000132182	no	wrong_compartment_negative	1
OR1A1	claude-haiku-4-5	web_ncbi	1	yes	multipass_with_exposed_loops	high	4299	166	0	0	0	0.005129	2.4617973749991506	Q9P1Q5	HGNC:8179	8383	ENSG00000172146	yes	disagreement_rich_positive	1
PMEL	claude-haiku-4-5	web_ncbi	1	no	pmhc_only_intracellular	high	4319	996	28518	0	2	0.0649465	13.285528457956389	P40967	HGNC:10880	6490	ENSG00000185664	contextual	dual_localization_borderline	0
PRAME	claude-haiku-4-5	web_ncbi	1	contextual	dual_localization	high	4251	887	35911	0	2	0.07357475	12.179802917002235	P78395	HGNC:9336	23532	ENSG00000185686	no	pmhc_only_negative	0
PRNP	claude-haiku-4-5	web_ncbi	1	yes	gpi_anchored	high	4344	205	0	0	0	0.005369	2.807636708021164	P04156	HGNC:9449	5621	ENSG00000171867	yes	gpi_anchored_positive	1
PSCA	claude-haiku-4-5	web_ncbi	1	yes	gpi_anchored	high	4289	180	0	0	0	0.005189	2.744628541986458	O43653	HGNC:9500	8000	ENSG00000167653	yes	disagreement_rich_positive	1
PTK7	claude-haiku-4-5	web_ncbi	1	yes	classical_surface_receptor	high	4269	1043	44505	0	3	0.09511525	13.113841749960557	Q13308	HGNC:9618	5754	ENSG00000112655	yes	disagreement_rich_positive	1
RAC1	claude-haiku-4-5	web_ncbi	1	no	inner_leaflet_anchored	high	4273	878	32127	0	2	0.06882175	10.36061149998568	P63000	HGNC:9801	5879	ENSG00000136238	no	wrong_side_negative	1
RHOA	claude-haiku-4-5	web_ncbi	1	no	cytoplasmic	high	4271	227	0	0	0	0.005406	3.023190292005893	P61586	HGNC:667	387	ENSG00000067560	no	wrong_side_negative	1
ROR1	claude-haiku-4-5	web_ncbi	1	yes	classical_surface_receptor	high	4301	856	48552	0	3	0.099271	15.222508875012863	Q01973	HGNC:10256	4919	ENSG00000185483	yes	disagreement_rich_positive	1
ROR2	claude-haiku-4-5	web_ncbi	1	yes	classical_surface_receptor	high	4310	198	0	0	0	0.0053	2.6803217089618556	Q01974	HGNC:10257	4920	ENSG00000169071	yes	disagreement_rich_positive	1
ROS1	claude-haiku-4-5	web_ncbi	1	yes	classical_surface_receptor	high	4260	782	49874	0	3	0.1005125	10.985540124995168	P08922	HGNC:10261	6098	ENSG00000047936	yes	disagreement_rich_positive	1
RPN1	claude-haiku-4-5	web_ncbi	1	no	endomembrane_resident	high	4286	258	0	0	0	0.005576	3.779779666045215	P04843	HGNC:10381	6184	ENSG00000163902	no	wrong_compartment_negative	1
RPN2	claude-haiku-4-5	web_ncbi	1	no	endomembrane_resident	high	4303	294	0	0	0	0.005773	4.522562000027392	P04844	HGNC:10382	6185	ENSG00000118705	no	wrong_compartment_negative	1
SCAP	claude-haiku-4-5	web_ncbi	1	no	cytoplasmic	high	4238	633	29618	0	2	0.0644255	7.951490958977956	Q12770	HGNC:30634	22937	ENSG00000114650	no	wrong_compartment_negative	1
SCARB2	claude-haiku-4-5	web_ncbi	1	contextual	dual_localization	medium	4316	779	32214	0	2	0.0684785	9.07611387502402	Q14108	HGNC:1665	950	ENSG00000138760	contextual	lysosomal_exocytosis_borderline	1
SEC61G	claude-haiku-4-5	web_ncbi	1	no	endomembrane_resident	high	4263	253	0	0	0	0.005528	3.446652250015177	P60059	HGNC:18277	23480	ENSG00000132432	no	wrong_compartment_negative	1
SEZ6	claude-haiku-4-5	web_ncbi	1	yes	classical_surface_receptor	high	4246	857	45790	0	3	0.09576849999999999	10.310807250032667	Q53EL9	HGNC:15955	124925	ENSG00000063015	yes	disagreement_rich_positive	1
SLC34A2	claude-haiku-4-5	web_ncbi	1	yes	multipass_with_exposed_loops	high	4272	892	38688	0	2	0.077092	10.500387375010177	O95436	HGNC:11020	10568	ENSG00000157765	yes	disagreement_rich_positive	1
SRC	claude-haiku-4-5	web_ncbi	1	contextual	cell_state_induced	high	4299	925	31438	0	2	0.0682215	12.32028074999107	P12931	HGNC:11283	6714	ENSG00000197122	contextual	wrong_side_borderline	1
SSTR2	claude-haiku-4-5	web_ncbi	1	yes	multipass_with_exposed_loops	high	4249	197	0	0	0	0.005234	3.1501543750055134	P30874	HGNC:11331	6752	ENSG00000180616	yes	gpcr_extracellular_pocket	1
STEAP1	claude-haiku-4-5	web_ncbi	1	yes	multipass_with_exposed_loops	high	4236	875	49120	0	3	0.100011	12.507556041993666	Q9UHE8	HGNC:11378	26872	ENSG00000164647	yes	disagreement_rich_positive	1
STEAP2	claude-haiku-4-5	web_ncbi	1	contextual	dual_localization	high	4315	1032	28376	0	2	0.064945	12.168523582979105	Q8NFT2	HGNC:17885	261729	ENSG00000157214	yes	disagreement_rich_positive	1
STIM1	claude-haiku-4-5	web_ncbi	1	contextual	dual_localization	medium	4350	1022	33974	0	2	0.0719275	13.243086125003174	Q13586	HGNC:11386	6786	ENSG00000167323	contextual	induced_borderline	1
SUN1	claude-haiku-4-5	web_ncbi	1	no	nuclear_envelope	high	4231	701	35491	0	2	0.07209975	8.648021749977488	O94901	HGNC:18587	23353	ENSG00000164828	no	wrong_compartment_negative	1
SUN2	claude-haiku-4-5	web_ncbi	1	no	nuclear_envelope	high	4318	152	0	0	0	0.005078	2.8716793329804204	Q9UH99	HGNC:14210	25777	ENSG00000100242	no	wrong_compartment_negative	1
SYK	claude-haiku-4-5	web_ncbi	1	no	cytoplasmic	high	4296	907	30684	0	2	0.067186	10.851078125007916	P43405	HGNC:11491	6850	ENSG00000165025	no	approved_drug_intracellular_negative	1
SYNE1	claude-haiku-4-5	web_ncbi	1	no	endomembrane_resident	high	4356	794	35630	0	2	0.0728635	9.605247707979288	Q8NF91	HGNC:17089	23345	ENSG00000131018	no	wrong_compartment_negative	1
SYNE2	claude-haiku-4-5	web_ncbi	1	no	endomembrane_resident	high	4294	980	27960	0	2	0.064144	11.532484958006535	Q8WXH0	HGNC:17084	23224	ENSG00000054654	no	wrong_compartment_negative	1
TACSTD2	claude-haiku-4-5	web_ncbi	1	yes	classical_surface_receptor	high	4243	930	30680	0	2	0.067243	10.824033292010427	P09758	HGNC:11530	4070	ENSG00000184292	yes	validated_positive	1
TF	claude-haiku-4-5	web_ncbi	1	no	secreted_only	high	4309	780	35165	0	2	0.07216525	9.56155400001444	P02787	HGNC:11740	7018	ENSG00000091513	no	secreted_negative	1
TFRC	claude-haiku-4-5	web_ncbi	1	yes	classical_surface_receptor	high	4232	201	0	0	0	0.005237	3.741695750039071	P02786	HGNC:11763	7037	ENSG00000072274	yes	disagreement_rich_positive	1
TGFB1	claude-haiku-4-5	web_ncbi	1	contextual	dual_localization	medium	4337	878	36642	0	2	0.0745295	10.335408459010068	P01137	HGNC:11766	7040	ENSG00000105329	contextual	surface_attachment_borderline	1
TGOLN2	claude-haiku-4-5	web_ncbi	1	yes	classical_surface_receptor	high	4289	735	28167	0	2	0.06317275	8.558278458018322	O43493	HGNC:15450	10618	ENSG00000152291	contextual	induced_borderline	1
TM4SF1	claude-haiku-4-5	web_ncbi	1	yes	multipass_with_exposed_loops	high	4271	259	0	0	0	0.005566	2.943060541001614	P30408	HGNC:11853	4071	ENSG00000169908	yes	disagreement_rich_positive	1
TMED10	claude-haiku-4-5	web_ncbi	1	yes	classical_surface_receptor	high	4329	782	32119	0	2	0.06838775	9.712430667015724	P49755	HGNC:16998	10972	ENSG00000170348	contextual	dual_localization_borderline	1
TMED9	claude-haiku-4-5	web_ncbi	1	contextual	cell_state_induced	medium	4250	967	35858	0	2	0.0739075	12.231494040985126	Q9BVK6	HGNC:24878	54732	ENSG00000184840	no	wrong_compartment_negative	0
TYK2	claude-haiku-4-5	web_ncbi	1	no	cytoplasmic	high	4293	249	0	0	0	0.005538	3.3099180000135675	P29597	HGNC:12440	7297	ENSG00000105397	no	approved_drug_intracellular_negative	1
TYRP1	claude-haiku-4-5	web_ncbi	1	contextual	dual_localization	high	4253	830	32603	0	2	0.06915675	9.420375082991086	P17643	HGNC:12450	7306	ENSG00000107165	contextual	dual_localization_borderline	1
VDAC1	claude-haiku-4-5	web_ncbi	1	contextual	dual_localization	medium	4292	1081	50064	0	3	0.10227699999999999	13.58716308302246	P21796	HGNC:12669	7416	ENSG00000213585	contextual	induced_borderline	1
VEGFA	claude-haiku-4-5	web_ncbi	1	contextual	secreted_only	high	4303	332	0	0	0	0.005963	4.149939666967839	P15692	HGNC:12680	7422	ENSG00000112715	no	secreted_negative	0
ZP3	claude-haiku-4-5	web_ncbi	1	contextual	tissue_restricted_surface	high	4329	917	38438	0	2	0.0769615	11.866933541023172	P21754	HGNC:13189	7784	ENSG00000188372	contextual	dual_localization_borderline	1
A2M	claude-opus-4-7	naive	1	no	secreted_only	high	71	329	0	2378	0	0.029307	5.340875916997902	P01023	HGNC:7	2	ENSG00000175899	no	secreted_negative	1
ABCB9	claude-opus-4-7	naive	1	no	endomembrane_resident	medium	73	375	0	2378	0	0.032787	6.072557166975457	Q9NP78	HGNC:50	23457	ENSG00000150967	no	wrong_compartment_negative	1
ADORA3	claude-opus-4-7	naive	1	yes	multipass_with_exposed_loops	high	73	175	0	2378	0	0.017787	4.029516957991291	P0DMS8	HGNC:268	140	ENSG00000282608	yes	gpcr_extracellular_pocket	1
AKT2	claude-opus-4-7	naive	1	no	inner_leaflet_anchored	high	72	364	0	2378	0	0.031947	6.033316790999379	P31751	HGNC:392	208	ENSG00000105221	no	approved_drug_intracellular_negative	1
ALPG	claude-opus-4-7	naive	1	contextual	tissue_restricted_surface	high	72	250	0	2378	0	0.023397	5.3428223339724354	P10696	HGNC:441	251	ENSG00000163286	contextual	disagreement_rich_positive	1
AMHR2	claude-opus-4-7	naive	1	yes	classical_surface_receptor	high	73	260	0	2378	0	0.024162	4.420114499982446	Q16671	HGNC:465	269	ENSG00000135409	yes	disagreement_rich_positive	1
APOB	claude-opus-4-7	naive	1	no	secreted_only	high	71	375	0	2378	0	0.032757	5.572068832989316	P04114	HGNC:603	338	ENSG00000084674	no	secreted_negative	1
APPL1	claude-opus-4-7	naive	1	no	cytoplasmic	high	72	383	0	2378	0	0.033372	5.661419583950192	Q9UKG1	HGNC:24035	26060	ENSG00000157500	no	opencell_vesicle_negative	1
ATG9A	claude-opus-4-7	naive	1	no	endomembrane_resident	high	73	344	0	2378	0	0.030462	5.787624499993399	Q7Z3C6	HGNC:22408	79065	ENSG00000198925	no	wrong_compartment_negative	1
ATP5F1B	claude-opus-4-7	naive	1	no	mitochondrial_internal	low	75	378	0	2378	0	0.033042	5.651804750028532	P06576	HGNC:830	506	ENSG00000110955	contextual	dual_localization_borderline	0
AVPR1A	claude-opus-4-7	naive	1	yes	multipass_with_exposed_loops	high	74	175	0	2378	0	0.017802	3.708621540979948	P37288	HGNC:895	552	ENSG00000166148	yes	gpcr_extracellular_pocket	1
B2M	claude-opus-4-7	naive	1	yes	stable_complex_partner	high	71	258	0	2378	0	0.023982	4.140859042003285	P61769	HGNC:914	567	ENSG00000166710	yes	stable_complex_positive	1
B4GALT1	claude-opus-4-7	naive	1	contextual	dual_localization	medium	74	365	0	2378	0	0.032052	5.480643165996298	P15291	HGNC:924	2683	ENSG00000086062	contextual	induced_borderline	1
BAX	claude-opus-4-7	naive	1	no	cytoplasmic	high	71	324	0	2378	0	0.028932	7.784780583984684	Q07812	HGNC:959	581	ENSG00000087088	contextual	induced_borderline	0
BDKRB1	claude-opus-4-7	naive	1	yes	multipass_with_exposed_loops	high	74	191	0	2378	0	0.019002	3.947266833973117	P46663	HGNC:1029	623	ENSG00000100739	yes	gpcr_extracellular_pocket	1
BRAF	claude-opus-4-7	naive	1	no	inner_leaflet_anchored	high	72	346	0	2378	0	0.030597	6.047486416995525	P15056	HGNC:1097	673	ENSG00000157764	no	approved_drug_intracellular_negative	1
BST2	claude-opus-4-7	naive	1	yes	gpi_anchored	high	71	231	0	2378	0	0.021957	4.3848957500304095	Q10589	HGNC:1119	684	ENSG00000130303	yes	gpi_anchored_positive	1
BTK	claude-opus-4-7	naive	1	no	inner_leaflet_anchored	high	71	347	0	2378	0	0.030657	5.766483832965605	Q06187	HGNC:1133	695	ENSG00000010671	no	approved_drug_intracellular_negative	1
C3	claude-opus-4-7	naive	1	no	secreted_only	medium	70	412	0	2378	0	0.035517	6.527842459036037	P01024	HGNC:1318	718	ENSG00000125730	contextual	surface_attachment_borderline	0
CA9	claude-opus-4-7	naive	1	yes	classical_surface_receptor	high	71	287	0	2378	0	0.026157	5.651227874972392	Q16790	HGNC:1383	768	ENSG00000107159	yes	disagreement_rich_positive	1
CALR	claude-opus-4-7	naive	1	contextual	cell_state_induced	high	71	284	2378	0	0	0.0669525	6.073800874990411	P27797	HGNC:1455	811	ENSG00000179218	contextual	induced_borderline	1
CCR8	claude-opus-4-7	naive	1	yes	multipass_with_exposed_loops	high	72	184	0	2378	0	0.018447	5.402844416035805	P51685	HGNC:1609	1237	ENSG00000179934	yes	disagreement_rich_positive	1
CD19	claude-opus-4-7	naive	1	yes	classical_surface_receptor	high	71	204	2378	0	0	0.0609525	4.23497466702247	P15391	HGNC:1633	930	ENSG00000177455	yes	validated_positive	1
CD24	claude-opus-4-7	naive	1	yes	gpi_anchored	high	71	200	0	2378	0	0.019632	3.714317707985174	P25063	HGNC:1645	100133941	ENSG00000272398	yes	gpi_anchored_positive	1
CD276	claude-opus-4-7	naive	1	yes	classical_surface_receptor	high	71	233	0	2378	0	0.022107	4.360261583002284	Q5ZPR3	HGNC:19137	80381	ENSG00000103855	yes	disagreement_rich_positive	1
CD63	claude-opus-4-7	naive	1	contextual	dual_localization	high	71	265	0	2378	0	0.024507	4.556536625023	P08962	HGNC:1692	967	ENSG00000135404	contextual	lysosomal_exocytosis_borderline	1
CD68	claude-opus-4-7	naive	1	contextual	dual_localization	medium	71	298	0	2378	0	0.026982	6.130617458955385	P34810	HGNC:1693	968	ENSG00000129226	contextual	lysosomal_exocytosis_borderline	1
CD74	claude-opus-4-7	naive	1	yes	classical_surface_receptor	high	71	345	2378	0	0	0.0715275	5.939562166982796	P04233	HGNC:1697	972	ENSG00000019582	yes	disagreement_rich_positive	1
CEACAM5	claude-opus-4-7	naive	1	yes	gpi_anchored	high	74	232	0	2378	0	0.022077	4.44239112501964	P06731	HGNC:1817	1048	ENSG00000105388	yes	gpi_anchored_positive	1
CEACAM6	claude-opus-4-7	naive	1	yes	gpi_anchored	high	74	261	0	2378	0	0.024252	4.6355485409731045	P40199	HGNC:1818	4680	ENSG00000086548	yes	gpi_anchored_positive	1
CLDN18	claude-opus-4-7	naive	1	yes	multipass_with_exposed_loops	high	73	214	0	2378	0	0.020712	4.157258999999613	P56856	HGNC:2039	51208	ENSG00000066405	yes	disagreement_rich_positive	1
CLDN6	claude-opus-4-7	naive	1	contextual	cell_state_induced	medium	73	336	0	2378	0	0.029862	5.564045209030155	P56747	HGNC:2048	9074	ENSG00000184697	yes	disagreement_rich_positive	1
CRISP1	claude-opus-4-7	naive	1	contextual	stable_surface_attachment	medium	73	328	0	2378	0	0.029262	5.540473415981978	P54107	HGNC:304	167	ENSG00000124812	contextual	surface_attachment_borderline	1
CSPG4	claude-opus-4-7	naive	1	yes	classical_surface_receptor	high	73	195	0	2378	0	0.019287	3.980126124981325	Q6UVK1	HGNC:2466	1464	ENSG00000173546	yes	disagreement_rich_positive	1
DLK1	claude-opus-4-7	naive	1	yes	classical_surface_receptor	high	72	286	0	2378	0	0.026097	4.963122999994084	P80370	HGNC:2907	8788	ENSG00000185559	yes	disagreement_rich_positive	1
DLL3	claude-opus-4-7	naive	1	contextual	cell_state_induced	high	72	258	0	2378	0	0.023997	4.72193033300573	Q9NYJ7	HGNC:2909	10683	ENSG00000090932	yes	disagreement_rich_positive	1
DPEP1	claude-opus-4-7	naive	1	yes	gpi_anchored	high	73	217	0	2378	0	0.020937	4.101626832969487	P16444	HGNC:3002	1800	ENSG00000015413	yes	gpi_anchored_positive	1
DSG3	claude-opus-4-7	naive	1	yes	classical_surface_receptor	high	72	283	0	2378	0	0.025872	4.95916866697371	P32926	HGNC:3050	1830	ENSG00000134757	yes	disagreement_rich_positive	1
DSG4	claude-opus-4-7	naive	1	contextual	tissue_restricted_surface	high	72	253	0	2378	0	0.023622	4.385024415969383	Q86SJ6	HGNC:21307	147409	ENSG00000175065	yes	disagreement_rich_positive	1
EFNA4	claude-opus-4-7	naive	1	yes	gpi_anchored	high	73	182	0	2378	0	0.018312	3.391503292019479	P52798	HGNC:3224	1945	ENSG00000243364	yes	disagreement_rich_positive	1
EPCAM	claude-opus-4-7	naive	1	yes	classical_surface_receptor	high	73	178	0	2378	0	0.018012	3.7022025419864804	P16422	HGNC:11529	4072	ENSG00000119888	yes	disagreement_rich_positive	1
EPHB4	claude-opus-4-7	naive	1	yes	classical_surface_receptor	high	73	192	0	2378	0	0.019062	3.6655063750222325	P54760	HGNC:3395	2050	ENSG00000196411	yes	disagreement_rich_positive	1
EREG	claude-opus-4-7	naive	1	contextual	dual_localization	high	71	256	0	2378	0	0.023832	4.8268048749887384	O14944	HGNC:3443	2069	ENSG00000124882	contextual	disagreement_rich_positive	1
F2	claude-opus-4-7	naive	1	no	secreted_only	high	70	340	0	2378	0	0.030117	5.508964999986347	P00734	HGNC:3535	2147	ENSG00000180210	no	secreted_negative	1
FLT3	claude-opus-4-7	naive	1	yes	classical_surface_receptor	high	72	216	0	2378	0	0.020847	3.727587000001222	P36888	HGNC:3765	2322	ENSG00000122025	yes	disagreement_rich_positive	1
FN1	claude-opus-4-7	naive	1	contextual	stable_surface_attachment	medium	71	390	0	2378	0	0.033882	6.099909125012346	P02751	HGNC:3778	2335	ENSG00000115414	no	secreted_negative	0
FOLH1	claude-opus-4-7	naive	1	yes	classical_surface_receptor	high	73	257	0	2378	0	0.023937	4.417904334026389	Q04609	HGNC:3788	2346	ENSG00000086205	yes	validated_positive	1
FOLR1	claude-opus-4-7	naive	1	yes	gpi_anchored	high	73	187	2378	0	0	0.0597075	4.677437167032622	P15328	HGNC:3791	2348	ENSG00000110195	yes	validated_positive	1
FZD10	claude-opus-4-7	naive	1	yes	multipass_with_exposed_loops	high	72	296	0	2378	0	0.026847	4.63161429198226	Q9ULW2	HGNC:4039	11211	ENSG00000111432	yes	disagreement_rich_positive	1
FZD7	claude-opus-4-7	naive	1	yes	multipass_with_exposed_loops	high	72	267	0	2378	0	0.024672	5.698731750017032	O75084	HGNC:4045	8324	ENSG00000155760	yes	disagreement_rich_positive	1
GALNT1	claude-opus-4-7	naive	1	no	endomembrane_resident	high	73	321	0	2378	0	0.028737	5.110626249981578	Q10472	HGNC:4123	2589	ENSG00000141429	no	wrong_compartment_negative	1
GCGR	claude-opus-4-7	naive	1	yes	multipass_with_exposed_loops	high	72	224	0	2378	0	0.021447	4.2401950000203215	P47871	HGNC:4192	2642	ENSG00000215644	yes	gpcr_extracellular_pocket	1
GFRA1	claude-opus-4-7	naive	1	yes	gpi_anchored	high	73	183	0	2378	0	0.018387	3.717187708010897	P56159	HGNC:4243	2674	ENSG00000151892	yes	disagreement_rich_positive	1
GIPR	claude-opus-4-7	naive	1	yes	multipass_with_exposed_loops	high	72	227	0	2378	0	0.021672	4.2809910829528235	P48546	HGNC:4271	2696	ENSG00000010310	yes	gpcr_extracellular_pocket	1
GNAQ	claude-opus-4-7	naive	1	no	inner_leaflet_anchored	high	73	317	0	2378	0	0.028437	5.435633082990535	P50148	HGNC:4390	2776	ENSG00000156052	no	wrong_side_negative	1
GNB1	claude-opus-4-7	naive	1	no	inner_leaflet_anchored	high	72	340	0	2378	0	0.030147	5.76802904199576	P62873	HGNC:4396	2782	ENSG00000078369	no	wrong_side_negative	1
GPBAR1	claude-opus-4-7	naive	1	yes	multipass_with_exposed_loops	high	74	179	0	2378	0	0.018102	3.74296358297579	Q8TDU6	HGNC:19680	151306	ENSG00000179921	yes	gpcr_extracellular_pocket	1
GPC2	claude-opus-4-7	naive	1	yes	gpi_anchored	high	72	228	0	2378	0	0.021747	4.348646792001091	Q8N158	HGNC:4450	221914	ENSG00000213420	yes	gpi_anchored_positive	1
GPC3	claude-opus-4-7	naive	1	yes	gpi_anchored	high	72	214	0	2378	0	0.020697	5.414447457995266	P51654	HGNC:4451	2719	ENSG00000147257	yes	gpi_anchored_positive	1
GPNMB	claude-opus-4-7	naive	1	yes	classical_surface_receptor	high	73	287	0	2378	0	0.026187	5.250803792034276	Q14956	HGNC:4462	10457	ENSG00000136235	yes	disagreement_rich_positive	1
GPRC5D	claude-opus-4-7	naive	1	yes	multipass_with_exposed_loops	high	74	211	0	2378	0	0.020502	4.488702167000156	Q9NZD1	HGNC:13310	55507	ENSG00000111291	yes	disagreement_rich_positive	1
GRM4	claude-opus-4-7	naive	1	yes	multipass_with_exposed_loops	high	72	189	0	2378	0	0.018822	4.023959374986589	Q14833	HGNC:4596	2914	ENSG00000124493	yes	gpcr_extracellular_pocket	1
GUCY2C	claude-opus-4-7	naive	1	yes	classical_surface_receptor	high	74	267	0	2378	0	0.024702	4.5356459999457	P25092	HGNC:4688	2984	ENSG00000070019	yes	disagreement_rich_positive	1
GYPA	claude-opus-4-7	naive	1	yes	classical_surface_receptor	high	72	222	0	2378	0	0.021297	3.990875166025944	P02724	HGNC:4702	2993	ENSG00000170180	yes	disagreement_rich_positive	1
HCK	claude-opus-4-7	naive	1	no	inner_leaflet_anchored	high	71	265	0	2378	0	0.024507	4.735785416967701	P08631	HGNC:4840	3055	ENSG00000101336	no	wrong_side_negative	1
HDAC6	claude-opus-4-7	naive	1	no	cytoplasmic	high	73	354	0	2378	0	0.031212	5.229407207982149	Q9UBN7	HGNC:14064	10013	ENSG00000094631	no	approved_drug_intracellular_negative	1
HMGB1	claude-opus-4-7	naive	1	contextual	cell_state_induced	low	73	399	0	2378	0	0.034587	6.1557196250068955	P09429	HGNC:4983	3146	ENSG00000189403	no	nuclear_negative	0
HNRNPK	claude-opus-4-7	naive	1	no	nuclear	high	74	345	0	2378	0	0.030552	8.4085146249854	P61978	HGNC:5044	3190	ENSG00000165119	no	nuclear_negative	1
