gene_symbol	hgnc_id	uniprot_accession	ensembl_gene	ncbi_gene_id	n_db_votes	uniprot_flag	go_flag	surfy_flag	cspa_flag	hpa_flag	deeptmhmm_flag	compartments_flag	sonnet_verdict	sonnet_confidence	sonnet_reason	pubmed_verdict	pubmed_confidence	source	src_uniprot	src_go	src_hpa	src_surfy	src_cspa	src_sonnet	up_length	up_tm_count	up_signal_count	up_topo_extracellular_count	up_lipidation_count	up_glyc_count	up_keywords	up_has_signal	up_has_tm	up_has_glyc	up_has_lipidation	up_has_extracellular_topo	up_multi_pass	topo_gpi_anchored	topo_intramembrane	topo_gpcr_7tm	topo_multi_pass_tm	topo_single_pass_tm	topo_signal_only_secreted	topo_inner_leaflet_lipidated	topo_palmitoylated_only	topo_no_tm_no_signal	deeptmhmm_label	deeptm_TM_NO_SP	deeptm_SP_plus_TM	deeptm_SP_only	deeptm_BETA	deeptm_GLOB	gene_group	fam_gpcr	fam_olfactory_receptor	fam_slc_transporter	fam_abc_transporter	fam_cd_molecule	fam_ig_domain	fam_rtk	fam_tetraspanin	fam_cadherin	fam_integrin	fam_voltage_gated_channel	fam_ligand_gated_channel	fam_connexin	fam_claudin	fam_mhc_hla	fam_tnfrsf	fam_chemokine_ligand	fam_chemokine_receptor	fam_ras_gtpase	fam_rho_gtpase	fam_arf_gtpase	fam_src_kinase	fam_g_protein_subunit	schweke_homomer
GFRA1	HGNC:4243	P56159	ENSG00000151892	2674	4	1	1	1	1	0	0	0	yes	high	gpi_anchored			m1_and_sonnet	1	1	0	1	1	1	465.0	0.0	1.0	0.0	1.0	3.0	3D-structure|Alternative splicing|Cell membrane|Disease variant|Disulfide bond|Endosome|Glycoprotein|Golgi apparatus|GPI-anchor|Lipoprotein|Membrane|Proteomics identification|Receptor|Reference proteome|Repeat|Signal	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	SP	0.0	0.0	1.0	0.0	0.0																									0.0
GFRA2	HGNC:4244	O00451	ENSG00000168546	2675	5	1	1	1	1	1	0	0	yes	high	gpi_anchored			m1_and_sonnet	1	1	1	1	1	1	464.0	0.0	1.0	0.0	1.0	3.0	3D-structure|Alternative splicing|Cell membrane|Disulfide bond|Glycoprotein|GPI-anchor|Lipoprotein|Membrane|Proteomics identification|Receptor|Reference proteome|Signal	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	SP	0.0	0.0	1.0	0.0	0.0																									0.0
GFRA3	HGNC:4245	O60609	ENSG00000146013	2676	4	1	1	1	0	1	0	0	yes	high	gpi_anchored			m1_and_sonnet	1	1	1	1	0	1	400.0	0.0	1.0	0.0	1.0	3.0	3D-structure|Alternative splicing|Cell membrane|Direct protein sequencing|Disulfide bond|Glycoprotein|GPI-anchor|Lipoprotein|Membrane|Proteomics identification|Receptor|Reference proteome|Signal	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	SP	0.0	0.0	1.0	0.0	0.0																									0.0
GFRA4	HGNC:13821	Q9GZZ7	ENSG00000125861	64096	3	1	1	1	0	0	0	0	yes	high	gpi_anchored			m1_and_sonnet	1	1	0	1	0	1	299.0	0.0	1.0	0.0	1.0	1.0	Alternative splicing|Cell membrane|Glycoprotein|GPI-anchor|Lipoprotein|Membrane|Receptor|Reference proteome|Secreted|Signal	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	SP	0.0	0.0	1.0	0.0	0.0																									0.0
GFRAL	HGNC:32789	Q6UXV0	ENSG00000187871	389400	4	1	1	1	0	1	0	0	yes	high	gpi_anchored			m1_and_sonnet	1	1	1	1	0	1	394.0	1.0	1.0	1.0	0.0	6.0	3D-structure|Cell membrane|Disulfide bond|Glycoprotein|Hormone|Membrane|Receptor|Reference proteome|Signal|Transmembrane|Transmembrane helix	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0																															0.0
GFY	HGNC:44663	I3L273	ENSG00000261949	100507003	2	1	0	1	0	0	1	0	no	medium	endomembrane_resident			m1_only	1	0	0	1	0	0	518.0	1.0	1.0	1.0	0.0	5.0	Glycoprotein|Golgi apparatus|Membrane|Olfaction|Proteomics identification|Reference proteome|Sensory transduction|Signal|Transmembrane|Transmembrane helix	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0																									0.0
GGT1	HGNC:4250	P19440	ENSG00000100031	2678	2	1	0	1	0	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet	1	0	0	1	0	1	569.0	1.0	0.0	1.0	0.0	7.0	3D-structure|Acyltransferase|Alternative promoter usage|Alternative splicing|Cell membrane|Direct protein sequencing|Disease variant|Disulfide bond|Glutathione biosynthesis|Glycoprotein|Hydrolase|Intellectual disability|Lipid metabolism|Membrane|Protease|Proteomics identification|Reference proteome|Sialic acid|Signal-anchor|Transferase|Transmembrane|Transmembrane helix|Zymogen	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	CD molecules|Gamma-glutamyltransferases	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGT5	HGNC:4260	P36269	ENSG00000099998	2687	1	1	0	0	0	0	0	0	yes	high	classical_surface_receptor			m1_and_sonnet	1	0	0	0	0	1	586.0	1.0	0.0	1.0	0.0	6.0	Acyltransferase|Alternative splicing|Glutathione biosynthesis|Glycoprotein|Hydrolase|Leukotriene biosynthesis|Membrane|Protease|Proteomics identification|Reference proteome|Signal-anchor|Transferase|Transmembrane|Transmembrane helix|Zymogen	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0							Gamma-glutamyltransferases	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGT6	HGNC:26891	Q6P531	ENSG00000167741	124975	1	1	0	0	0	0	0	0	yes	medium	classical_surface_receptor			m1_and_sonnet	1	0	0	0	0	1	493.0	1.0	0.0	1.0	0.0	2.0	Acyltransferase|Alternative splicing|Glutathione biosynthesis|Glycoprotein|Hydrolase|Membrane|Proteomics identification|Reference proteome|Signal-anchor|Transferase|Transmembrane|Transmembrane helix|Zymogen	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0							Gamma-glutamyltransferases	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGT7	HGNC:4259	Q9UJ14	ENSG00000131067	2686	2	1	0	1	0	0	1	0	yes	medium	classical_surface_receptor			m1_and_sonnet	1	0	0	1	0	1	662.0	1.0	0.0	1.0	0.0	10.0	Acyltransferase|Alternative splicing|Glutathione biosynthesis|Glycoprotein|Hydrolase|Membrane|Phosphoprotein|Proteomics identification|Reference proteome|Signal-anchor|Transferase|Transmembrane|Transmembrane helix|Zymogen	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Gamma-glutamyltransferases	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGTA1	HGNC:4253	Q4G0N0	ENSG00000204136	2681	1	0	0	0	0	1	0	0	no	medium	other			m1_only	0	0	1	0	0	0																																																					0.0
GHDC	HGNC:24438	Q8N2G8	ENSG00000167925	84514	0	0	0	0	0	0	0	0	contextual	low	dual_localization			sonnet_only	0	0	0	0	0	1																																																					0.0
GHR	HGNC:4263	P10912	ENSG00000112964	2690	4	1	1	1	0	1	1	0	yes	high	classical_surface_receptor			m1_and_sonnet	1	1	1	1	0	1	638.0	1.0	1.0	1.0	0.0	5.0	3D-structure|Alternative splicing|Cell membrane|Direct protein sequencing|Disease variant|Disulfide bond|Dwarfism|Endocytosis|Glycoprotein|Membrane|Phosphoprotein|Proteomics identification|Receptor|Reference proteome|Secreted|Signal|Transmembrane|Transmembrane helix|Ubl conjugation	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0	Fibronectin type III domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GHRHR	HGNC:4266	Q02643	ENSG00000106128	2692	3	1	1	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	1	0	1	0	1	423.0	7.0	1.0	4.0	0.0	1.0	3D-structure|Cell membrane|Disease variant|Disulfide bond|Dwarfism|G-protein coupled receptor|Glycoprotein|Membrane|Receptor|Reference proteome|Signal|Transducer|Transmembrane|Transmembrane helix	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0	Glucagon receptor family	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GHSR	HGNC:4267	Q92847	ENSG00000121853	2693	3	1	1	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	1	0	1	0	1	366.0	7.0	0.0	4.0	0.0	2.0	3D-structure|Alternative splicing|Cell membrane|Disease variant|Disulfide bond|Dwarfism|G-protein coupled receptor|Glycoprotein|Membrane|Receptor|Reference proteome|Transducer|Transmembrane|Transmembrane helix	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Peptide receptors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GINM1	HGNC:21074	Q9NU53	ENSG00000055211	116254	3	1	0	1	0	1	1	0	contextual	low	dual_localization			m1_and_sonnet	1	0	1	1	0	1	330.0	1.0	1.0	1.0	0.0	4.0	Glycoprotein|Membrane|Proteomics identification|Reference proteome|Signal|Transmembrane|Transmembrane helix	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0																									1.0
GIPR	HGNC:4271	P48546	ENSG00000010310	2696	2	1	0	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	0	0	1	0	1	466.0	7.0	1.0	4.0	0.0	2.0	3D-structure|Alternative splicing|Cell membrane|Disulfide bond|G-protein coupled receptor|Glycoprotein|Membrane|Receptor|Reference proteome|Signal|Transducer|Transmembrane|Transmembrane helix	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0	Glucagon receptor family|MicroRNA protein coding host genes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GJA1	HGNC:4274	P17302	ENSG00000152661	2697	4	1	1	1	0	1	1	0	no	medium	other			m1_only	1	1	1	1	0	0	382.0	4.0	0.0	2.0	0.0	0.0	3D-structure|Acetylation|Cataract|Cell junction|Cell membrane|Disease variant|Disulfide bond|Endoplasmic reticulum|Gap junction|Hypotrichosis|Immunity|Innate immunity|Isopeptide bond|Membrane|Palmoplantar keratoderma|Phosphoprotein|Proteomics identification|Reference proteome|S-nitrosylation|Transmembrane|Transmembrane helix|Ubl conjugation	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Gap junction proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GJA10	HGNC:16995	Q969M2	ENSG00000135355	84694	2	1	1	0	0	0	0	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	1	0	0	0	1	543.0	4.0	0.0	2.0	0.0	0.0	Cell junction|Cell membrane|Gap junction|Membrane|Reference proteome|Transmembrane|Transmembrane helix	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0							Gap junction proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GJA3	HGNC:4277	Q9Y6H8	ENSG00000121743	2700	3	1	1	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	1	0	1	0	1	435.0	4.0	0.0	2.0	0.0	0.0	Cataract|Cell junction|Cell membrane|Disease variant|Disulfide bond|Gap junction|Membrane|Proteomics identification|Reference proteome|Transmembrane|Transmembrane helix	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Gap junction proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GJA4	HGNC:4278	P35212	ENSG00000187513	2701	3	1	1	1	0	0	1	0	no	medium	other			m1_only	1	1	0	1	0	0	333.0	4.0	0.0	2.0	0.0	0.0	Cell junction|Cell membrane|Gap junction|Membrane|Proteomics identification|Reference proteome|Transmembrane|Transmembrane helix	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Gap junction proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GJA5	HGNC:4279	P36382	ENSG00000265107	2702	2	1	1	0	0	0	0	0	no	medium	other			m1_only	1	1	0	0	0	0	358.0	4.0	0.0	2.0	0.0	0.0	Atrial fibrillation|Cardiomyopathy|Cell junction|Cell membrane|Disease variant|Gap junction|Membrane|Phosphoprotein|Proteomics identification|Reference proteome|Transmembrane|Transmembrane helix	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0							Gap junction proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GJA8	HGNC:4281	P48165	ENSG00000121634	2703	2	1	1	0	0	0	0	0	contextual	high	tissue_restricted_surface			m1_and_sonnet	1	1	0	0	0	1	433.0	4.0	0.0	2.0	0.0	0.0	Cataract|Cell junction|Cell membrane|Disease variant|Disulfide bond|Gap junction|Membrane|Proteomics identification|Reference proteome|Transmembrane|Transmembrane helix	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0							Gap junction proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GJA9	HGNC:19155	P57773	ENSG00000131233	81025	2	1	1	0	0	0	0	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	1	0	0	0	1	515.0	4.0	0.0	2.0	0.0	0.0	Alternative splicing|Cell junction|Cell membrane|Gap junction|Membrane|Reference proteome|Transmembrane|Transmembrane helix	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0							Gap junction proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GJB1	HGNC:4283	P08034	ENSG00000169562	2705	3	1	1	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	1	0	1	0	1	283.0	4.0	0.0	2.0	0.0	0.0	3D-structure|Cell junction|Cell membrane|Charcot-Marie-Tooth disease|Dejerine-Sottas syndrome|Disease variant|Gap junction|Membrane|Neurodegeneration|Neuropathy|Phosphoprotein|Proteomics identification|Reference proteome|Transmembrane|Transmembrane helix	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Gap junction proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GJB2	HGNC:4284	P29033	ENSG00000165474	2706	3	1	1	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	1	0	1	0	1	226.0	4.0	0.0	2.0	0.0	0.0	3D-structure|Calcium|Cell junction|Cell membrane|Deafness|Disease variant|Disulfide bond|Ectodermal dysplasia|Gap junction|Hearing|Ichthyosis|Membrane|Metal-binding|Non-syndromic deafness|Palmoplantar keratoderma|Proteomics identification|Reference proteome|Transmembrane|Transmembrane helix	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Gap junction proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GJB3	HGNC:4285	O75712	ENSG00000188910	2707	4	1	1	1	0	1	1	0	no	medium	other			m1_only	1	1	1	1	0	0	270.0	4.0	0.0	2.0	0.0	0.0	Cell junction|Cell membrane|Deafness|Disease variant|Gap junction|Membrane|Non-syndromic deafness|Palmoplantar keratoderma|Proteomics identification|Reference proteome|Transmembrane|Transmembrane helix	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Gap junction proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GJB4	HGNC:4286	Q9NTQ9	ENSG00000189433	127534	4	1	1	1	0	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	1	1	1	0	1	266.0	4.0	0.0	2.0	0.0	0.0	Cell junction|Cell membrane|Disease variant|Disulfide bond|Gap junction|Membrane|Palmoplantar keratoderma|Proteomics identification|Reference proteome|Transmembrane|Transmembrane helix	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Gap junction proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GJB5	HGNC:4287	O95377	ENSG00000189280	2709	3	1	1	1	0	0	1	0	no	medium	other			m1_only	1	1	0	1	0	0	273.0	4.0	0.0	2.0	0.0	0.0	Cell junction|Cell membrane|Gap junction|Membrane|Proteomics identification|Reference proteome|Transmembrane|Transmembrane helix	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Gap junction proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GJB6	HGNC:4288	O95452	ENSG00000121742	10804	4	1	1	1	0	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	1	1	1	0	1	261.0	4.0	0.0	2.0	0.0	0.0	Cell junction|Cell membrane|Deafness|Disease variant|Ectodermal dysplasia|Gap junction|Hearing|Membrane|Non-syndromic deafness|Palmoplantar keratoderma|Proteomics identification|Reference proteome|Transmembrane|Transmembrane helix	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Gap junction proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GJB7	HGNC:16690	Q6PEY0	ENSG00000164411	375519	4	1	1	1	0	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	1	1	1	0	1	223.0	4.0	0.0	2.0	0.0	0.0	Cell junction|Cell membrane|Gap junction|Membrane|Proteomics identification|Reference proteome|Transmembrane|Transmembrane helix	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Gap junction proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GJC1	HGNC:4280	P36383	ENSG00000182963	10052	3	1	1	0	0	1	0	0	no	medium	other			m1_only	1	1	1	0	0	0	396.0	4.0	0.0	2.0	0.0	0.0	3D-structure|Cell junction|Cell membrane|Gap junction|Immunity|Innate immunity|Membrane|Proteomics identification|Reference proteome|Transmembrane|Transmembrane helix	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0							Gap junction proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GJC2	HGNC:17494	Q5T442	ENSG00000198835	57165	4	1	1	1	0	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	1	1	1	0	1	439.0	4.0	0.0	2.0	0.0	0.0	Cell junction|Cell membrane|Disease variant|Gap junction|Hereditary spastic paraplegia|Leukodystrophy|Membrane|Neurodegeneration|Phosphoprotein|Proteomics identification|Reference proteome|Transmembrane|Transmembrane helix	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Gap junction proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GJC3	HGNC:17495	Q8NFK1	ENSG00000176402	349149	3	1	1	1	0	0	1	0	no	medium	other			m1_only	1	1	0	1	0	0	279.0	4.0	0.0	2.0	0.0	0.0	3D-structure|Cell junction|Cell membrane|Gap junction|Membrane|Proteomics identification|Reference proteome|Transmembrane|Transmembrane helix	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Gap junction proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GJD2	HGNC:19154	Q9UKL4	ENSG00000159248	57369	3	1	1	1	0	0	1	0	no	medium	other			m1_only	1	1	0	1	0	0	321.0	4.0	0.0	2.0	0.0	0.0	3D-structure|Cell junction|Cell membrane|Gap junction|Membrane|Proteomics identification|Reference proteome|Transmembrane|Transmembrane helix	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Gap junction proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GJD3	HGNC:19147	Q8N144	ENSG00000183153	125111	2	1	1	0	0	0	0	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	1	0	0	0	1	294.0	4.0	0.0	2.0	0.0	0.0	Alternative splicing|Cell junction|Cell membrane|Gap junction|Membrane|Proteomics identification|Reference proteome|Transmembrane|Transmembrane helix	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0							Gap junction proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GJD4	HGNC:23296	Q96KN9	ENSG00000177291	219770	2	1	1	0	0	0	0	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	1	0	0	0	1	370.0	4.0	0.0	2.0	0.0	0.0	3D-structure|Cell junction|Cell membrane|Gap junction|Membrane|Proteomics identification|Reference proteome|Transmembrane|Transmembrane helix	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0							Gap junction proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GJE1	HGNC:33251	A6NN92	ENSG00000203733	100126572	2	1	1	0	0	0	0	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	1	0	0	0	1	205.0	4.0	0.0	2.0	0.0	0.0	Cell membrane|Disulfide bond|Membrane|Reference proteome|Transmembrane|Transmembrane helix	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0							Gap junction proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GKN1	HGNC:23217	Q9NS71	ENSG00000169605	56287	0	0	0	0	0	0	0	0	contextual	medium	tissue_restricted_surface			sonnet_only	0	0	0	0	0	1																													BRICHOS domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
