gene_symbol	hgnc_id	uniprot_acc	prior_reason
FAM216B	HGNC:26883	Q8N7L0	cytoplasmic
FAM217A	HGNC:21362	Q8IXS0	nuclear
FAM217B	HGNC:16170	Q9NTX9	cytoplasmic
FAM219A	HGNC:19920	Q8IW50	cytoplasmic
FAM219B	HGNC:24695	Q5XKK7	cytoplasmic
FAM220A	HGNC:22422	Q7Z4H9	nuclear
FAM221A	HGNC:27977	A4D161	cytoplasmic
FAM221B	HGNC:30762	A6H8Z2	cytoplasmic
FAM222B	HGNC:25563	Q8WU58	nuclear
FAM227A	HGNC:44197	F5H4B4	cytoplasmic
FAM227B	HGNC:26543	Q96M60	cytoplasmic
FAM228A	HGNC:34418	Q86W67	nuclear
FAM228B	HGNC:24736	P0C875	cytoplasmic
FAM229A	HGNC:44652	H3BQW9	cytoplasmic
FAM229B	HGNC:33858	Q4G0N7	cytoplasmic
FAM236A	HGNC:44268	A0A1B0GUQ0	cytoplasmic
FAM236B	HGNC:52640	A0A1B0GV22	cytoplasmic
FAM236C	HGNC:52641	P0DP71	cytoplasmic
FAM236D	HGNC:52642	A0A1B0GTK5	cytoplasmic
FAM240A	HGNC:52390	A0A1B0GVK7	cytoplasmic
FAM240B	HGNC:53430	A0A1B0GVZ2	cytoplasmic
FAM240C	HGNC:54200	A0A1B0GVR7	cytoplasmic
FAM246A	HGNC:54844	A0A494C0Y3	cytoplasmic
FAM246B	HGNC:54843	A0A494C0N9	cytoplasmic
FAM246C	HGNC:54842	P0DSO1	cytoplasmic
FAM25A	HGNC:23436	B3EWG3	cytoplasmic
FAM25C	HGNC:23586	B3EWG5	cytoplasmic
FAM25G	HGNC:23590	B3EWG6	cytoplasmic
FAM32A	HGNC:24563	Q9Y421	nuclear
FAM43A	HGNC:26888	Q8N2R8	cytoplasmic
FAM43B	HGNC:31791	Q6ZT52	cytoplasmic
FAM47A	HGNC:29962	Q5JRC9	nuclear
FAM47B	HGNC:26659	Q8NA70	cytoplasmic
FAM47C	HGNC:25301	Q5HY64	cytoplasmic
FAM47E	HGNC:34343	Q6ZV65	nuclear
FAM50A	HGNC:18786	Q14320	nuclear
FAM50B	HGNC:18789	Q9Y247	cytoplasmic
FAM53B	HGNC:28968	Q14153	nuclear
FAM53C	HGNC:1336	Q9NYF3	nuclear
FAM76A	HGNC:28530	Q8TAV0	nuclear
FAM76B	HGNC:28492	Q5HYJ3	nuclear
FAM78B	HGNC:13495	Q5VT40	cytoplasmic
FAM81A	HGNC:28379	Q8TBF8	cytoplasmic
FAM81B	HGNC:26335	Q96LP2	nuclear
FAM86B1	HGNC:28268	Q8N7N1	cytoplasmic
FAM86B2	HGNC:32222	P0C5J1	cytoplasmic
FAM89A	HGNC:25057	Q96GI7	cytoplasmic
FAM89B	HGNC:16708	Q8N5H3	cytoplasmic
FAM90A1	HGNC:25526	Q86YD7	cytoplasmic
FAM90A10	HGNC:32258	A6NDY2	cytoplasmic
FAM90A11	HGNC:32259	A0A8V8TNH8	cytoplasmic
FAM90A12	HGNC:32260	A8MX19	cytoplasmic
FAM90A13	HGNC:32261	P0C7W8	cytoplasmic
FAM90A14	HGNC:32262	P0C7W9	cytoplasmic
FAM90A15	HGNC:32263	P0C7V4	cytoplasmic
FAM90A16	HGNC:32264	P0DV73	cytoplasmic
FAM90A17	HGNC:32265	P0DV74	cytoplasmic
FAM90A18	HGNC:32266	P0DV75	cytoplasmic
FAM90A19	HGNC:32267	P0DV76	cytoplasmic
FAM90A20	HGNC:32268	A6NIJ5	cytoplasmic
FAM90A22	HGNC:32270	A8MWA6	cytoplasmic
FAM90A23	HGNC:32271	A8MXZ1	cytoplasmic
FAM90A24	HGNC:32272	P0C7X0	cytoplasmic
FAM90A26	HGNC:43746	D6RGX4	cytoplasmic
FAM90A3	HGNC:32251	A0A8V8TPE2	cytoplasmic
FAM90A5	HGNC:32253	A8MXJ8	cytoplasmic
FAM90A7	HGNC:32255	A6NKC0	cytoplasmic
FAM90A8	HGNC:32256	A6NJQ4	cytoplasmic
FAM90A9	HGNC:32257	A6NNJ1	cytoplasmic
FAM98A	HGNC:24520	Q8NCA5	cytoplasmic
FAM98B	HGNC:26773	Q52LJ0	cytoplasmic
FAM98C	HGNC:27119	Q17RN3	cytoplasmic
FAM9A	HGNC:18403	Q8IZU1	nuclear
FAM9B	HGNC:18404	Q8IZU0	nuclear
FAM9C	HGNC:18405	Q8IZT9	nuclear
FAN1	HGNC:29170	Q9Y2M0	nuclear
FANCA	HGNC:3582	O15360	nuclear
FANCB	HGNC:3583	Q8NB91	nuclear
FANCC	HGNC:3584	Q00597	cytoplasmic
FANCD2	HGNC:3585	Q9BXW9	nuclear
FANCD2OS	HGNC:28623	Q96PS1	cytoplasmic
FANCE	HGNC:3586	Q9HB96	nuclear
FANCF	HGNC:3587	Q9NPI8	nuclear
FANCG	HGNC:3588	O15287	nuclear
FANCI	HGNC:25568	Q9NVI1	nuclear
FANCL	HGNC:20748	Q9NW38	nuclear
FANCM	HGNC:23168	Q8IYD8	nuclear
FANK1	HGNC:23527	Q8TC84	nuclear
FARP2	HGNC:16460	O94887	cytoplasmic
FARS2	HGNC:21062	O95363	mitochondrial_internal
FARSA	HGNC:3592	Q9Y285	cytoplasmic
FARSB	HGNC:17800	Q9NSD9	cytoplasmic
FASTK	HGNC:24676	Q14296	cytoplasmic
FASTKD1	HGNC:26150	Q53R41	mitochondrial_internal
FASTKD2	HGNC:29160	Q9NYY8	mitochondrial_internal
FASTKD3	HGNC:28758	Q14CZ7	mitochondrial_internal
FASTKD5	HGNC:25790	Q7L8L6	mitochondrial_internal
FAU	HGNC:3597	P62861	cytoplasmic
FAXC	HGNC:20742	Q5TGI0	mitochondrial_internal
FAXDC2	HGNC:1334	Q96IV6	cytoplasmic
FBF1	HGNC:24674	Q8TES7	cytoplasmic
FBH1	HGNC:13620	Q8NFZ0	nuclear
FBL	HGNC:3599	P22087	nuclear
FBLL1	HGNC:35458	A6NHQ2	nuclear
FBP1	HGNC:3606	P09467	cytoplasmic
FBP2	HGNC:3607	O00757	cytoplasmic
FBXL12	HGNC:13611	Q9NXK8	cytoplasmic
FBXL13	HGNC:21658	Q8NEE6	cytoplasmic
FBXL14	HGNC:28624	Q8N1E6	cytoplasmic
FBXL15	HGNC:28155	Q9H469	cytoplasmic
FBXL16	HGNC:14150	Q8N461	cytoplasmic
FBXL17	HGNC:13615	Q9UF56	cytoplasmic
FBXL18	HGNC:21874	Q96ME1	cytoplasmic
FBXL19	HGNC:25300	Q6PCT2	cytoplasmic
FBXL20	HGNC:24679	Q96IG2	cytoplasmic
FBXL22	HGNC:27537	Q6P050	cytoplasmic
FBXL3	HGNC:13599	Q9UKT7	cytoplasmic
FBXL4	HGNC:13601	Q9UKA2	mitochondrial_internal
FBXL5	HGNC:13602	Q9UKA1	cytoplasmic
FBXL6	HGNC:13603	Q8N531	cytoplasmic
FBXL7	HGNC:13604	Q9UJT9	cytoplasmic
FBXL8	HGNC:17875	Q96CD0	cytoplasmic
FBXO10	HGNC:13589	Q9UK96	cytoplasmic
FBXO11	HGNC:13590	Q86XK2	cytoplasmic
FBXO15	HGNC:13617	Q8NCQ5	cytoplasmic
FBXO17	HGNC:18754	Q96EF6	cytoplasmic
FBXO2	HGNC:13581	Q9UK22	cytoplasmic
FBXO21	HGNC:13592	O94952	cytoplasmic
FBXO22	HGNC:13593	Q8NEZ5	cytoplasmic
FBXO24	HGNC:13595	O75426	cytoplasmic
FBXO25	HGNC:13596	Q8TCJ0	cytoplasmic
FBXO27	HGNC:18753	Q8NI29	cytoplasmic
FBXO28	HGNC:29046	Q9NVF7	cytoplasmic
FBXO3	HGNC:13582	Q9UK99	cytoplasmic
FBXO30	HGNC:15600	Q8TB52	cytoplasmic
FBXO31	HGNC:16510	Q5XUX0	cytoplasmic
FBXO32	HGNC:16731	Q969P5	cytoplasmic
FBXO33	HGNC:19833	Q7Z6M2	cytoplasmic
FBXO34	HGNC:20201	Q9NWN3	cytoplasmic
FBXO36	HGNC:27020	Q8NEA4	cytoplasmic
FBXO39	HGNC:28565	Q8N4B4	cytoplasmic
FBXO4	HGNC:13583	Q9UKT5	cytoplasmic
FBXO40	HGNC:29816	Q9UH90	cytoplasmic
FBXO42	HGNC:29249	Q6P3S6	cytoplasmic
FBXO43	HGNC:28521	Q4G163	cytoplasmic
FBXO44	HGNC:24847	Q9H4M3	cytoplasmic
FBXO45	HGNC:29148	P0C2W1	cytoplasmic
FBXO46	HGNC:25069	Q6PJ61	cytoplasmic
FBXO47	HGNC:31969	Q5MNV8	cytoplasmic
FBXO48	HGNC:33857	Q5FWF7	cytoplasmic
FBXO5	HGNC:13584	Q9UKT4	cytoplasmic
FBXO6	HGNC:13585	Q9NRD1	cytoplasmic
FBXO7	HGNC:13586	Q9Y3I1	cytoplasmic
FBXO8	HGNC:13587	Q9NRD0	cytoplasmic
FBXO9	HGNC:13588	Q9UK97	cytoplasmic
FBXW10	HGNC:1211	Q5XX13	cytoplasmic
FBXW10B	HGNC:14379	O95170	cytoplasmic
FBXW12	HGNC:20729	Q6X9E4	cytoplasmic
FBXW2	HGNC:13608	Q9UKT8	cytoplasmic
FBXW4	HGNC:10847	P57775	cytoplasmic
FBXW5	HGNC:13613	Q969U6	cytoplasmic
FBXW7	HGNC:16712	Q969H0	cytoplasmic
FBXW8	HGNC:13597	Q8N3Y1	cytoplasmic
FBXW9	HGNC:28136	Q5XUX1	cytoplasmic
FCF1	HGNC:20220	Q9Y324	nuclear
FCHO2	HGNC:25180	Q0JRZ9	cytoplasmic
FCHSD1	HGNC:25463	Q86WN1	cytoplasmic
FCSK	HGNC:29500	Q8N0W3	cytoplasmic
FDPS	HGNC:3631	P14324	cytoplasmic
FDX1	HGNC:3638	P10109	mitochondrial_internal
FDX2	HGNC:30546	Q6P4F2	mitochondrial_internal
FDXACB1	HGNC:25110	Q9BRP7	cytoplasmic
FDXR	HGNC:3642	P22570	mitochondrial_internal
FECH	HGNC:3647	P22830	mitochondrial_internal
FEM1A	HGNC:16934	Q9BSK4	cytoplasmic
FEM1B	HGNC:3649	Q9UK73	cytoplasmic
FEM1C	HGNC:16933	Q96JP0	cytoplasmic
FEN1	HGNC:3650	P39748	nuclear
FERD3L	HGNC:16660	Q96RJ6	nuclear
FERRY3	HGNC:1184	Q9NQ89	cytoplasmic
FEV	HGNC:18562	Q99581	nuclear
FEZ1	HGNC:3659	Q99689	cytoplasmic
FEZ2	HGNC:3660	Q9UHY8	cytoplasmic
FEZF1	HGNC:22788	A0PJY2	nuclear
FEZF2	HGNC:13506	Q8TBJ5	nuclear
FGD2	HGNC:3664	Q7Z6J4	cytoplasmic
FGD3	HGNC:16027	Q5JSP0	cytoplasmic
FGD4	HGNC:19125	Q96M96	cytoplasmic
FGD6	HGNC:21740	Q6ZV73	cytoplasmic
FGF11	HGNC:3667	Q92914	cytoplasmic
FGF12	HGNC:3668	P61328	cytoplasmic
FGF14	HGNC:3671	Q92915	cytoplasmic
FGFR1OP2	HGNC:23098	Q9NVK5	cytoplasmic
FGGY	HGNC:25610	Q96C11	cytoplasmic
FH	HGNC:3700	P07954	cytoplasmic
FHAD1	HGNC:29408	B1AJZ9	cytoplasmic
FHDC1	HGNC:29363	Q9C0D6	cytoplasmic
FHIP1A	HGNC:34237	Q05DH4	cytoplasmic
FHIP1B	HGNC:25378	Q8N612	cytoplasmic
FHIP2A	HGNC:29320	Q5W0V3	cytoplasmic
FHIP2B	HGNC:16492	Q86V87	cytoplasmic
FHL2	HGNC:3703	Q14192	cytoplasmic
FHL3	HGNC:3704	Q13643	cytoplasmic
FHL5	HGNC:17371	Q5TD97	nuclear
FHOD1	HGNC:17905	Q9Y613	cytoplasmic
FHOD3	HGNC:26178	Q2V2M9	cytoplasmic
FIBP	HGNC:3705	O43427	cytoplasmic
FIGLA	HGNC:24669	Q6QHK4	nuclear
FIGN	HGNC:13285	Q5HY92	cytoplasmic
FIGNL1	HGNC:13286	Q6PIW4	nuclear
FIGNL2	HGNC:13287	A6NMB9	cytoplasmic
FILIP1	HGNC:21015	Q7Z7B0	cytoplasmic
FIP1L1	HGNC:19124	Q6UN15	nuclear
FIRRM	HGNC:25565	Q9NSG2	nuclear
FIZ1	HGNC:25917	Q96SL8	nuclear
FKBP1B	HGNC:3712	P68106	cytoplasmic
FKBP1C	HGNC:21376	Q5VVH2	cytoplasmic
FKBP3	HGNC:3719	Q00688	nuclear
FKBP4	HGNC:3720	Q02790	cytoplasmic
FKBP5	HGNC:3721	Q13451	cytoplasmic
FKBP6	HGNC:3722	O75344	cytoplasmic
FLAD1	HGNC:24671	Q8NFF5	mitochondrial_internal
FLCN	HGNC:27310	Q8NFG4	cytoplasmic
FLI1	HGNC:3749	Q01543	nuclear
FLII	HGNC:3750	Q13045	cytoplasmic
FLYWCH1	HGNC:25404	Q4VC44	nuclear
FLYWCH2	HGNC:25178	Q96CP2	nuclear
FMC1	HGNC:26946	Q96HJ9	mitochondrial_internal
FMN1	HGNC:3768	Q68DA7	cytoplasmic
FMN2	HGNC:14074	Q9NZ56	cytoplasmic
FMR1	HGNC:3775	Q06787	cytoplasmic
FN3K	HGNC:24822	Q9H479	cytoplasmic
FN3KRP	HGNC:25700	Q9HA64	cytoplasmic
FNBP1L	HGNC:20851	Q5T0N5	cytoplasmic
FNBP4	HGNC:19752	Q8N3X1	cytoplasmic
FNDC11	HGNC:28764	Q9BVV2	cytoplasmic
FNDC8	HGNC:25286	Q8TC99	nuclear
FNIP1	HGNC:29418	Q8TF40	cytoplasmic
FNIP2	HGNC:29280	Q9P278	cytoplasmic
FNTA	HGNC:3782	P49354	cytoplasmic
FNTB	HGNC:3785	P49356	cytoplasmic
FOS	HGNC:3796	P01100	nuclear
FOSB	HGNC:3797	P53539	nuclear
FOSL1	HGNC:13718	P15407	nuclear
FOSL2	HGNC:3798	P15408	nuclear
FOXA1	HGNC:5021	P55317	nuclear
FOXA2	HGNC:5022	Q9Y261	nuclear
FOXA3	HGNC:5023	P55318	nuclear
FOXB1	HGNC:3799	Q99853	nuclear
FOXB2	HGNC:23315	Q5VYV0	nuclear
FOXC1	HGNC:3800	Q12948	nuclear
FOXC2	HGNC:3801	Q99958	nuclear
FOXD1	HGNC:3802	Q16676	nuclear
FOXD2	HGNC:3803	O60548	nuclear
FOXD3	HGNC:3804	Q9UJU5	nuclear
FOXD4	HGNC:3805	Q12950	nuclear
FOXD4L1	HGNC:18521	Q9NU39	nuclear
FOXD4L3	HGNC:18523	Q6VB84	nuclear
FOXD4L4	HGNC:23762	Q8WXT5	nuclear
FOXD4L5	HGNC:18522	Q5VV16	nuclear
FOXD4L6	HGNC:31986	Q3SYB3	nuclear
FOXE1	HGNC:3806	O00358	nuclear
FOXE3	HGNC:3808	Q13461	nuclear
FOXF1	HGNC:3809	Q12946	nuclear
FOXF2	HGNC:3810	Q12947	nuclear
FOXG1	HGNC:3811	P55316	nuclear
FOXH1	HGNC:3814	O75593	nuclear
FOXI1	HGNC:3815	Q12951	nuclear
FOXI2	HGNC:32448	Q6ZQN5	nuclear
FOXI3	HGNC:35123	A8MTJ6	nuclear
FOXJ1	HGNC:3816	Q92949	nuclear
FOXJ2	HGNC:24818	Q9P0K8	nuclear
FOXJ3	HGNC:29178	Q9UPW0	nuclear
FOXK1	HGNC:23480	P85037	nuclear
FOXK2	HGNC:6036	Q01167	nuclear
FOXL1	HGNC:3817	Q12952	nuclear
FOXL2	HGNC:1092	P58012	nuclear
FOXL2NB	HGNC:34428	Q6ZUU3	nuclear
FOXL3	HGNC:54201	A0A1W2PRP0	nuclear
FOXM1	HGNC:3818	Q08050	nuclear
FOXN1	HGNC:12765	O15353	nuclear
FOXN2	HGNC:5281	P32314	nuclear
FOXN3	HGNC:1928	O00409	nuclear
FOXN4	HGNC:21399	Q96NZ1	nuclear
FOXO1	HGNC:3819	Q12778	nuclear
FOXO3	HGNC:3821	O43524	nuclear
FOXO3B	HGNC:3822	A0A2Z4LIS9	nuclear
FOXO4	HGNC:7139	P98177	nuclear
FOXO6	HGNC:24814	A8MYZ6	nuclear
FOXP1	HGNC:3823	Q9H334	nuclear
FOXP2	HGNC:13875	O15409	nuclear
FOXP3	HGNC:6106	Q9BZS1	nuclear
FOXP4	HGNC:20842	Q8IVH2	nuclear
FOXQ1	HGNC:20951	Q9C009	nuclear
FOXR1	HGNC:29980	Q6PIV2	nuclear
FOXR2	HGNC:30469	Q6PJQ5	nuclear
FOXRED1	HGNC:26927	Q96CU9	mitochondrial_internal
FOXS1	HGNC:3735	O43638	nuclear
FPGS	HGNC:3824	Q05932	cytoplasmic
FPGT	HGNC:3825	O14772	cytoplasmic
FRA10AC1	HGNC:1162	Q70Z53	nuclear
FRAT1	HGNC:3944	Q92837	cytoplasmic
FRAT2	HGNC:16048	O75474	cytoplasmic
FRG1	HGNC:3954	Q14331	nuclear
FRG2	HGNC:19136	Q64ET8	nuclear
FRG2B	HGNC:33518	Q96QU4	nuclear
FRG2C	HGNC:33626	A6NGY1	nuclear
FRK	HGNC:3955	P42685	nuclear
FRMD1	HGNC:21240	Q8N878	cytoplasmic
FRMD4A	HGNC:25491	Q9P2Q2	cytoplasmic
FRMPD1	HGNC:29159	Q5SYB0	cytoplasmic
FRMPD3	HGNC:29382	Q5JV73	cytoplasmic
FRMPD4	HGNC:29007	Q14CM0	cytoplasmic
FRY	HGNC:20367	Q5TBA9	cytoplasmic
FRYL	HGNC:29127	O94915	cytoplasmic
FSAF1	HGNC:25332	Q8NDD1	nuclear
FSBP	HGNC:43653	O95073	nuclear
FSCB	HGNC:20494	Q5H9T9	cytoplasmic
FSCN2	HGNC:3960	O14926	cytoplasmic
FSD1	HGNC:13745	Q9BTV5	cytoplasmic
FSD2	HGNC:18024	A1L4K1	cytoplasmic
FSIP1	HGNC:21674	Q8NA03	cytoplasmic
FSIP2	HGNC:21675	Q5CZC0	cytoplasmic
FTCDNL1	HGNC:48661	E5RQL4	cytoplasmic
FTH1	HGNC:3976	P02794	cytoplasmic
FTHL17	HGNC:3987	Q9BXU8	cytoplasmic
FTMT	HGNC:17345	Q8N4E7	mitochondrial_internal
FTO	HGNC:24678	Q9C0B1	nuclear
FTSJ1	HGNC:13254	Q9UET6	nuclear
FTSJ3	HGNC:17136	Q8IY81	nuclear
FUBP1	HGNC:4004	Q96AE4	nuclear
FUBP3	HGNC:4005	Q96I24	nuclear
FUNDC1	HGNC:28746	Q8IVP5	mitochondrial_internal
FUNDC2	HGNC:24925	Q9BWH2	mitochondrial_internal
FUOM	HGNC:24733	A2VDF0	cytoplasmic
FUS	HGNC:4010	P35637	nuclear
FUZ	HGNC:26219	Q9BT04	cytoplasmic
FXN	HGNC:3951	Q16595	mitochondrial_internal
FXR1	HGNC:4023	P51114	cytoplasmic
FXR2	HGNC:4024	P51116	cytoplasmic
FYCO1	HGNC:14673	Q9BQS8	cytoplasmic
FYTTD1	HGNC:25407	Q96QD9	nuclear
FZR1	HGNC:24824	Q9UM11	nuclear
G0S2	HGNC:30229	P27469	mitochondrial_internal
G2E3	HGNC:20338	Q7L622	cytoplasmic
G3BP1	HGNC:30292	Q13283	cytoplasmic
G3BP2	HGNC:30291	Q9UN86	cytoplasmic
GAB3	HGNC:17515	Q8WWW8	cytoplasmic
GAB4	HGNC:18325	Q2WGN9	cytoplasmic
GABARAPL1	HGNC:4068	Q9H0R8	cytoplasmic
GABPA	HGNC:4071	Q06546	nuclear
GABPB1	HGNC:4074	Q06547	nuclear
GABPB2	HGNC:28441	Q8TAK5	nuclear
GADD45A	HGNC:4095	P24522	cytoplasmic
GADD45B	HGNC:4096	O75293	cytoplasmic
GADD45G	HGNC:4097	O95257	cytoplasmic
GADD45GIP1	HGNC:29996	Q8TAE8	mitochondrial_internal
GALE	HGNC:4116	Q14376	cytoplasmic
GALK1	HGNC:4118	P51570	cytoplasmic
GALK2	HGNC:4119	Q01415	cytoplasmic
GALM	HGNC:24063	Q96C23	cytoplasmic
GALT	HGNC:4135	P07902	cytoplasmic
GAMT	HGNC:4136	Q14353	cytoplasmic
GAN	HGNC:4137	Q9H2C0	cytoplasmic
GANC	HGNC:4139	Q8TET4	cytoplasmic
GAPDHS	HGNC:24864	O14556	cytoplasmic
GAR1	HGNC:14264	Q9NY12	nuclear
GAREM1	HGNC:26136	Q9H706	cytoplasmic
GAREM2	HGNC:27172	Q75VX8	cytoplasmic
GARIN2	HGNC:20101	Q8N9W8	cytoplasmic
GARIN3	HGNC:28397	Q8TC56	nuclear
GARIN5B	HGNC:25278	Q8N5Q1	cytoplasmic
GARNL3	HGNC:25425	Q5VVW2	cytoplasmic
GARRE1	HGNC:29016	O15063	cytoplasmic
GART	HGNC:4163	P22102	cytoplasmic
GAS2L2	HGNC:24846	Q8NHY3	cytoplasmic
GAS2L3	HGNC:27475	Q86XJ1	cytoplasmic
GATA1	HGNC:4170	P15976	nuclear
GATA2	HGNC:4171	P23769	nuclear
GATA3	HGNC:4172	P23771	nuclear
GATA4	HGNC:4173	P43694	nuclear
GATA5	HGNC:15802	Q9BWX5	nuclear
GATA6	HGNC:4174	Q92908	nuclear
GATAD1	HGNC:29941	Q8WUU5	nuclear
GATAD2A	HGNC:29989	Q86YP4	nuclear
GATAD2B	HGNC:30778	Q8WXI9	nuclear
GATB	HGNC:8849	O75879	mitochondrial_internal
GATC	HGNC:25068	O43716	mitochondrial_internal
GATD3	HGNC:1273	P0DPI2	mitochondrial_internal
GATM	HGNC:4175	P50440	mitochondrial_internal
GBA3	HGNC:19069	Q9H227	cytoplasmic
GBE1	HGNC:4180	Q04446	cytoplasmic
GBP2	HGNC:4183	P32456	cytoplasmic
GBP3	HGNC:4184	Q9H0R5	cytoplasmic
GBP4	HGNC:20480	Q96PP9	cytoplasmic
GBP6	HGNC:25395	Q6ZN66	cytoplasmic
GBX1	HGNC:4185	Q14549	nuclear
GBX2	HGNC:4186	P52951	nuclear
GCA	HGNC:15990	P28676	cytoplasmic
GCAT	HGNC:4188	O75600	mitochondrial_internal
GCDH	HGNC:4189	Q92947	mitochondrial_internal
GCFC2	HGNC:1317	P16383	nuclear
GCH1	HGNC:4193	P30793	cytoplasmic
GCHFR	HGNC:4194	P30047	cytoplasmic
GCK	HGNC:4195	P35557	cytoplasmic
GCKR	HGNC:4196	Q14397	cytoplasmic
GCLC	HGNC:4311	P48506	cytoplasmic
GCM1	HGNC:4197	Q9NP62	nuclear
GCM2	HGNC:4198	O75603	nuclear
GCN1	HGNC:4199	Q92616	cytoplasmic
GCNA	HGNC:15805	Q96QF7	nuclear
GCSAM	HGNC:20253	Q8N6F7	cytoplasmic
GCSAML	HGNC:29583	Q5JQS6	cytoplasmic
GCSH	HGNC:4208	P23434	mitochondrial_internal
GDA	HGNC:4212	Q9Y2T3	cytoplasmic
GDAP1	HGNC:15968	Q8TB36	mitochondrial_internal
GDAP1L1	HGNC:4213	Q96MZ0	mitochondrial_internal
GDI1	HGNC:4226	P31150	cytoplasmic
GDI2	HGNC:4227	P50395	cytoplasmic
GDPGP1	HGNC:34360	Q6ZNW5	cytoplasmic
GEMIN2	HGNC:10884	O14893	nuclear
GEMIN4	HGNC:15717	P57678	cytoplasmic
GEMIN5	HGNC:20043	Q8TEQ6	cytoplasmic
GEMIN6	HGNC:20044	Q8WXD5	cytoplasmic
GEMIN7	HGNC:20045	Q9H840	nuclear
GEMIN8	HGNC:26044	Q9NWZ8	cytoplasmic
GEN1	HGNC:26881	Q17RS7	nuclear
GET3	HGNC:752	O43681	cytoplasmic
GET4	HGNC:21690	Q7L5D6	cytoplasmic
GFAP	HGNC:4235	P14136	cytoplasmic
GFER	HGNC:4236	P55789	mitochondrial_internal
GFI1	HGNC:4237	Q99684	nuclear
GFI1B	HGNC:4238	Q5VTD9	nuclear
GFM1	HGNC:13780	Q96RP9	mitochondrial_internal
GFM2	HGNC:29682	Q969S9	mitochondrial_internal
GFPT1	HGNC:4241	Q06210	cytoplasmic
GFPT2	HGNC:4242	O94808	cytoplasmic
GFUS	HGNC:12390	Q13630	cytoplasmic
GGA2	HGNC:16064	Q9UJY4	cytoplasmic
GGA3	HGNC:17079	Q9NZ52	cytoplasmic
GGACT	HGNC:25100	Q9BVM4	cytoplasmic
GGCT	HGNC:21705	O75223	cytoplasmic
GGN	HGNC:18869	Q86UU5	cytoplasmic
GGNBP2	HGNC:19357	Q9H3C7	cytoplasmic
GGPS1	HGNC:4249	O95749	cytoplasmic
GGTLC2	HGNC:18596	Q14390	cytoplasmic
GHITM	HGNC:17281	Q9H3K2	mitochondrial_internal
GID4	HGNC:28453	Q8IVV7	cytoplasmic
GIGYF1	HGNC:9126	O75420	cytoplasmic
GIGYF2	HGNC:11960	Q6Y7W6	cytoplasmic
GIMAP4	HGNC:21872	Q9NUV9	cytoplasmic
GIMAP6	HGNC:21918	Q6P9H5	cytoplasmic
GIMAP7	HGNC:22404	Q8NHV1	cytoplasmic
GIMAP8	HGNC:21792	Q8ND71	cytoplasmic
GIMD1	HGNC:44141	P0DJR0	cytoplasmic
GIN1	HGNC:25959	Q9NXP7	nuclear
GINS1	HGNC:28980	Q14691	nuclear
GINS2	HGNC:24575	Q9Y248	nuclear
GINS3	HGNC:25851	Q9BRX5	nuclear
GINS4	HGNC:28226	Q9BRT9	nuclear
GIPC2	HGNC:18177	Q8TF65	cytoplasmic
GIPC3	HGNC:18183	Q8TF64	cytoplasmic
GIT2	HGNC:4273	Q14161	cytoplasmic
GK	HGNC:4289	P32189	cytoplasmic
GK2	HGNC:4291	Q14410	cytoplasmic
GK3	HGNC:4292	Q14409	mitochondrial_internal
GK5	HGNC:28635	Q6ZS86	mitochondrial_internal
GLCCI1	HGNC:18713	Q86VQ1	cytoplasmic
GLDC	HGNC:4313	P23378	mitochondrial_internal
GLI1	HGNC:4317	P08151	nuclear
GLI2	HGNC:4318	P10070	cytoplasmic
GLI3	HGNC:4319	P10071	cytoplasmic
GLI4	HGNC:4320	P10075	nuclear
GLIS1	HGNC:29525	Q8NBF1	nuclear
GLIS2	HGNC:29450	Q9BZE0	nuclear
GLIS3	HGNC:28510	Q8NEA6	nuclear
GLMN	HGNC:14373	Q92990	cytoplasmic
GLOD5	HGNC:33358	A6NK44	cytoplasmic
GLRX2	HGNC:16065	Q9NS18	mitochondrial_internal
GLRX3	HGNC:15987	O76003	cytoplasmic
GLRX5	HGNC:20134	Q86SX6	mitochondrial_internal
GLS	HGNC:4331	O94925	mitochondrial_internal
GLS2	HGNC:29570	Q9UI32	mitochondrial_internal
GLT1D1	HGNC:26483	Q96MS3	cytoplasmic
GLTP	HGNC:24867	Q9NZD2	cytoplasmic
GLTPD2	HGNC:33756	A6NH11	cytoplasmic
GLUD1	HGNC:4335	P00367	mitochondrial_internal
GLUD2	HGNC:4336	P49448	mitochondrial_internal
GLYAT	HGNC:13734	Q6IB77	mitochondrial_internal
GLYATL1	HGNC:30519	Q969I3	mitochondrial_internal
GLYATL1B	HGNC:37865	A0A0U1RQE8	mitochondrial_internal
GLYATL3	HGNC:21349	Q5SZD4	mitochondrial_internal
GLYCTK	HGNC:24247	Q8IVS8	cytoplasmic
GLYR1	HGNC:24434	Q49A26	nuclear
GMCL2	HGNC:19717	Q8NEA9	cytoplasmic
GMDS	HGNC:4369	O60547	cytoplasmic
GMEB1	HGNC:4370	Q9Y692	nuclear
GMEB2	HGNC:4371	Q9UKD1	nuclear
GMFB	HGNC:4373	P60983	cytoplasmic
GMNC	HGNC:40049	A6NCL1	nuclear
GMNN	HGNC:17493	O75496	nuclear
GMPPA	HGNC:22923	Q96IJ6	cytoplasmic
GMPPB	HGNC:22932	Q9Y5P6	cytoplasmic
GMPR	HGNC:4376	P36959	cytoplasmic
GMPR2	HGNC:4377	Q9P2T1	cytoplasmic
