gene_symbol	uniprot_accession	hgnc_id	ensembl_gene	m1_n_db_votes	m1_uniprot_flag	m1_go_flag	m1_hpa_flag	m1_surfy_flag	m1_cspa_flag	sonnet_verdict	sonnet_reason	sonnet_confidence	source
DIPK2B	Q9H7Y0	HGNC:25866	ENSG00000147113	0	0	0	0	0	0	contextual	other	low	sonnet_only
DIRAS1	O95057	HGNC:19127	ENSG00000176490	1	0	0	1	0	0				m1_only
DISP1	Q96F81	HGNC:19711	ENSG00000154309	3	0	1	1	1	0	yes	multipass_with_exposed_loops	high	both
DISP2	A7MBM2	HGNC:19712	ENSG00000140323	2	0	0	0	1	1	yes	multipass_with_exposed_loops	medium	both
DISP3	Q9P2K9	HGNC:29251	ENSG00000204624	1	0	0	0	1	0				m1_only
DKK3	Q9UBP4	HGNC:2893	ENSG00000050165	1	0	0	0	0	1				m1_only
DLC1	Q96QB1	HGNC:2897	ENSG00000164741	1	0	1	0	0	0				m1_only
DLG1	Q12959	HGNC:2900	ENSG00000075711	3	1	1	1	0	0				m1_only
DLG2	Q15700	HGNC:2901	ENSG00000150672	2	0	1	1	0	0				m1_only
DLG3	Q92796	HGNC:2902	ENSG00000082458	1	0	1	0	0	0				m1_only
DLG4	P78352	HGNC:2903	ENSG00000132535	2	0	1	1	0	0				m1_only
DLG5	Q8TDM6	HGNC:2904	ENSG00000151208	1	0	0	1	0	0				m1_only
DLGAP3	O95886	HGNC:30368	ENSG00000116544	1	0	0	1	0	0				m1_only
DLK1	P80370	HGNC:2907	ENSG00000185559	2	1	0	0	1	0	contextual	dual_localization	high	both
DLK2	Q6UY11	HGNC:21113	ENSG00000171462	2	1	0	0	1	0	yes	classical_surface_receptor	medium	both
DLL1	O00548	HGNC:2908	ENSG00000198719	4	1	1	1	1	0	yes	classical_surface_receptor	high	both
DLL3	Q9NYJ7	HGNC:2909	ENSG00000090932	3	1	0	1	1	0	contextual	cell_state_induced	high	both
DLL4	Q9NR61	HGNC:2910	ENSG00000128917	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
DMBT1	Q9UGM3	HGNC:2926	ENSG00000187908	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
DMD	P11532	HGNC:2928	ENSG00000198947	1	0	1	0	0	0				m1_only
DMKN	Q6E0U4	HGNC:25063	ENSG00000161249	0	0	0	0	0	0	contextual	tissue_restricted_surface	medium	sonnet_only
DMP1	Q13316	HGNC:2932	ENSG00000152592	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
DMPK	Q09013	HGNC:2933	ENSG00000104936	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
DMTN	Q08495	HGNC:3382	ENSG00000158856	1	0	1	0	0	0				m1_only
DMWD	Q09019	HGNC:2936	ENSG00000185800	1	0	0	1	0	0				m1_only
DMXL2	Q8TDJ6	HGNC:2938	ENSG00000104093	1	0	0	0	0	1				m1_only
DNAH6	Q9C0G6	HGNC:2951	ENSG00000115423	1	0	0	1	0	0				m1_only
DNAJA3	Q96EY1	HGNC:11808	ENSG00000103423	1	0	1	0	0	0				m1_only
DNAJA4	Q8WW22	HGNC:14885	ENSG00000140403	1	0	0	1	0	0				m1_only
DNAJB4	Q9UDY4	HGNC:14886	ENSG00000162616	1	0	0	1	0	0				m1_only
DNAJC16	Q9Y2G8	HGNC:29157	ENSG00000116138	1	1	0	0	0	0				m1_only
DNAJC18	Q9H819	HGNC:28429	ENSG00000170464	1	0	0	1	0	0				m1_only
DNAJC5	Q9H3Z4	HGNC:16235	ENSG00000101152	0	0	0	0	0	0	contextual	lysosomal_exocytosis	medium	sonnet_only
DNAJC6	O75061	HGNC:15469	ENSG00000116675	1	0	0	1	0	0				m1_only
DNAJC9	Q8WXX5	HGNC:19123	ENSG00000213551	1	0	0	1	0	0				m1_only
DNASE1	P24855	HGNC:2956	ENSG00000213918	0	0	0	0	0	0	contextual	stable_surface_attachment	low	sonnet_only
DNASE1L2	Q92874	HGNC:2958	ENSG00000167968	0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
DNASE1L3	Q13609	HGNC:2959	ENSG00000163687	0	0	0	0	0	0	contextual	stable_surface_attachment	low	sonnet_only
DNER	Q8NFT8	HGNC:24456	ENSG00000187957	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
DNM2	P50570	HGNC:2974	ENSG00000079805	1	0	1	0	0	0				m1_only
DOC2A	Q14183	HGNC:2985	ENSG00000149927	1	0	0	1	0	0				m1_only
DOCK1	Q14185	HGNC:2987	ENSG00000150760	1	0	0	1	0	0				m1_only
DOCK4	Q8N1I0	HGNC:19192	ENSG00000128512	1	0	0	1	0	0				m1_only
DOCK8	Q8NF50	HGNC:19191	ENSG00000107099	2	0	1	1	0	0				m1_only
DOK2	O60496	HGNC:2991	ENSG00000147443	1	0	0	1	0	0				m1_only
DOK3	Q7L591	HGNC:24583	ENSG00000146094	1	0	0	1	0	0				m1_only
DONSON	Q9NYP3	HGNC:2993	ENSG00000159147	1	0	0	1	0	0				m1_only
DPCD	Q9BVM2	HGNC:24542	ENSG00000166171	1	0	0	1	0	0				m1_only
DPEP1	P16444	HGNC:3002	ENSG00000015413	4	1	0	1	1	1	yes	gpi_anchored	high	both
DPEP2	Q9H4A9	HGNC:23028	ENSG00000167261	1	0	0	0	1	0	yes	gpi_anchored	high	both
DPEP3	Q9H4B8	HGNC:23029	ENSG00000141096	1	0	0	0	1	0	yes	gpi_anchored	medium	both
DPP10	Q8N608	HGNC:20823	ENSG00000175497	3	1	1	0	1	0	yes	classical_surface_receptor	high	both
DPP4	P27487	HGNC:3009	ENSG00000197635	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
DPP6	P42658	HGNC:3010	ENSG00000130226	3	1	1	0	1	0	yes	classical_surface_receptor	high	both
DPP7	Q9UHL4	HGNC:14892	ENSG00000176978	1	0	0	0	0	1				m1_only
DPY19L4	Q7Z388	HGNC:27829	ENSG00000156162	1	0	0	0	0	1				m1_only
DRAM1	Q8N682	HGNC:25645	ENSG00000136048	0	0	0	0	0	0	contextual	lysosomal_exocytosis	medium	sonnet_only
DRAM2	Q6UX65	HGNC:28769	ENSG00000156171	2	1	1	0	0	0				m1_only
DRAXIN	Q8NBI3	HGNC:25054	ENSG00000162490	0	0	0	0	0	0	contextual	stable_surface_attachment	low	sonnet_only
DRC4	O95995	HGNC:4166	ENSG00000141013	1	0	0	1	0	0				m1_only
DRC8	Q5VUJ9	HGNC:28166	ENSG00000203666	1	0	0	1	0	0				m1_only
DRD1	P21728	HGNC:3020	ENSG00000184845	4	1	1	1	1	0	yes	multipass_with_exposed_loops	high	both
DRD2	P14416	HGNC:3023	ENSG00000149295	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
DRD3	P35462	HGNC:3024	ENSG00000151577	2	1	0	0	1	0	yes	multipass_with_exposed_loops	high	both
DRD4	P21917	HGNC:3025	ENSG00000069696	3	1	0	1	1	0	yes	multipass_with_exposed_loops	high	both
DRD5	P21918	HGNC:3026	ENSG00000169676	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
DRP2	Q13474	HGNC:3032	ENSG00000102385	1	0	0	1	0	0				m1_only
DSC1	Q08554	HGNC:3035	ENSG00000134765	3	1	1	0	1	0	yes	classical_surface_receptor	high	both
DSC2	Q02487	HGNC:3036	ENSG00000134755	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
DSC3	Q14574	HGNC:3037	ENSG00000134762	4	1	1	1	1	0	yes	classical_surface_receptor	high	both
DSCAM	O60469	HGNC:3039	ENSG00000171587	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
DSCAML1	Q8TD84	HGNC:14656	ENSG00000177103	3	1	1	0	1	0	yes	classical_surface_receptor	high	both
DSEL	Q8IZU8	HGNC:18144	ENSG00000171451	1	0	0	1	0	0				m1_only
DSG1	Q02413	HGNC:3048	ENSG00000134760	3	1	1	0	1	0	yes	classical_surface_receptor	high	both
DSG2	Q14126	HGNC:3049	ENSG00000046604	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
DSG3	P32926	HGNC:3050	ENSG00000134757	3	1	1	0	1	0	yes	classical_surface_receptor	high	both
DSG4	Q86SJ6	HGNC:21307	ENSG00000175065	3	1	1	0	1	0	yes	classical_surface_receptor	high	both
DSP	P15924	HGNC:3052	ENSG00000096696	2	0	1	1	0	0				m1_only
DST	Q03001	HGNC:1090	ENSG00000151914	1	0	1	0	0	0				m1_only
DSTN	P60981	HGNC:15750	ENSG00000125868	1	0	0	1	0	0				m1_only
DSTYK	Q6XUX3	HGNC:29043	ENSG00000133059	2	1	1	0	0	0				m1_only
DTNA	Q9Y4J8	HGNC:3057	ENSG00000134769	1	0	0	1	0	0				m1_only
DTNBP1	Q96EV8	HGNC:17328	ENSG00000047579	1	0	1	0	0	0				m1_only
DUOX1	Q9NRD9	HGNC:3062	ENSG00000137857	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
DUOX2	Q9NRD8	HGNC:13273	ENSG00000140279	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
DUOXA1	Q1HG43	HGNC:26507	ENSG00000140254	2	1	0	0	1	0	contextual	tissue_restricted_surface	medium	both
DUOXA2	Q1HG44	HGNC:32698	ENSG00000140274	1	1	0	0	0	0	contextual	tissue_restricted_surface	medium	both
DUS1L	Q6P1R4	HGNC:30086	ENSG00000169718	1	0	0	1	0	0				m1_only
DUSP15	Q9H1R2	HGNC:16236	ENSG00000149599	1	0	0	1	0	0				m1_only
DUSP22	Q9NRW4	HGNC:16077	ENSG00000112679	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
DUSP3	P51452	HGNC:3069	ENSG00000108861	1	0	1	0	0	0				m1_only
DVL1	O14640	HGNC:3084	ENSG00000107404	2	0	1	1	0	0				m1_only
DVL3	Q92997	HGNC:3087	ENSG00000161202	1	0	0	1	0	0				m1_only
DXO	O77932	HGNC:2992	ENSG00000204348	1	0	0	1	0	0				m1_only
DYNAP	Q8N1N2	HGNC:26808	ENSG00000178690	2	1	0	0	1	0	contextual	dual_localization	low	both
DYNC2H1	Q8NCM8	HGNC:2962	ENSG00000187240	1	0	0	0	0	1				m1_only
DYSF	O75923	HGNC:3097	ENSG00000135636	3	1	1	1	0	0	yes	classical_surface_receptor	medium	both
EBAG9	O00559	HGNC:3123	ENSG00000147654	1	1	0	0	0	0	contextual	dual_localization	medium	both
EBP	Q15125	HGNC:3133	ENSG00000147155	1	0	0	0	1	0				m1_only
ECE1	P42892	HGNC:3146	ENSG00000117298	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
ECE2	P0DPD6	HGNC:13275	ENSG00000145194	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
ECEL1	O95672	HGNC:3147	ENSG00000171551	0	0	0	0	0	0	yes	classical_surface_receptor	high	sonnet_only
ECM2	O94769	HGNC:3154	ENSG00000106823	0	0	0	0	0	0	contextual	stable_surface_attachment	low	sonnet_only
ECRG4	Q9H1Z8	HGNC:24642	ENSG00000119147	2	1	1	0	0	0	contextual	dual_localization	medium	both
ECSCR	Q19T08	HGNC:35454	ENSG00000249751	3	1	0	1	1	0	yes	classical_surface_receptor	high	both
ECT2	Q9H8V3	HGNC:3155	ENSG00000114346	1	0	1	0	0	0				m1_only
EDA	Q92838	HGNC:3157	ENSG00000158813	2	1	0	0	1	0	contextual	dual_localization	medium	both
EDA2R	Q9HAV5	HGNC:17756	ENSG00000131080	3	1	0	1	1	0	yes	classical_surface_receptor	high	both
EDAR	Q9UNE0	HGNC:2895	ENSG00000135960	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
EDDM13	A0A1B0GTR0	HGNC:53168	ENSG00000267710	0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
EDDM3A	Q14507	HGNC:16978	ENSG00000181562	0	0	0	0	0	0	contextual	tissue_restricted_surface	medium	sonnet_only
EDDM3B	P56851	HGNC:19223	ENSG00000181552	0	0	0	0	0	0	contextual	tissue_restricted_surface	medium	sonnet_only
EDIL3	O43854	HGNC:3173	ENSG00000164176	0	0	0	0	0	0	contextual	stable_surface_attachment	medium	sonnet_only
EDNRA	P25101	HGNC:3179	ENSG00000151617	4	1	0	1	1	1	yes	multipass_with_exposed_loops	high	both
EDNRB	P24530	HGNC:3180	ENSG00000136160	3	1	0	1	1	0	yes	multipass_with_exposed_loops	high	both
EEF1A1	P68104	HGNC:3189	ENSG00000156508	1	0	1	0	0	0				m1_only
EEF1AKMT1	Q8WVE0	HGNC:27351	ENSG00000150456	1	0	0	1	0	0				m1_only
EEF1AKMT4-ECE2	P0DPD8	HGNC:53615	ENSG00000284917	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
EEPD1	Q7L9B9	HGNC:22223	ENSG00000122547	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
EFCAB11	Q9BUY7	HGNC:20357	ENSG00000140025	1	0	0	1	0	0				m1_only
EFCAB14	O75071	HGNC:29051	ENSG00000159658	1	0	0	0	0	1				m1_only
EFCAB7	A8K855	HGNC:29379	ENSG00000203965	1	0	1	0	0	0				m1_only
EFCAB9	A8MZ26	HGNC:34530	ENSG00000214360	1	0	1	0	0	0				m1_only
EFEMP1	Q12805	HGNC:3218	ENSG00000115380	1	0	0	0	0	1				m1_only
EFNA1	P20827	HGNC:3221	ENSG00000169242	2	0	0	0	1	1	yes	gpi_anchored	high	both
EFNA2	O43921	HGNC:3222	ENSG00000099617	1	0	0	0	1	0	yes	gpi_anchored	high	both
EFNA3	P52797	HGNC:3223	ENSG00000143590	1	0	0	0	1	0	yes	gpi_anchored	high	both
EFNA4	P52798	HGNC:3224	ENSG00000243364	2	0	0	0	1	1	yes	gpi_anchored	high	both
EFNA5	P52803	HGNC:3225	ENSG00000184349	3	0	1	0	1	1	yes	gpi_anchored	high	both
EFNB1	P98172	HGNC:3226	ENSG00000090776	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
EFNB2	P52799	HGNC:3227	ENSG00000125266	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
EFNB3	Q15768	HGNC:3228	ENSG00000108947	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
EFR3A	Q14156	HGNC:28970	ENSG00000132294	1	0	0	1	0	0				m1_only
EFR3B	Q9Y2G0	HGNC:29155	ENSG00000084710	1	0	0	1	0	0				m1_only
EGF	P01133	HGNC:3229	ENSG00000138798	2	1	0	0	1	0	contextual	dual_localization	medium	both
EGFL7	Q9UHF1	HGNC:20594	ENSG00000172889	1	0	1	0	0	0	contextual	stable_surface_attachment	medium	both
EGFL8	Q99944	HGNC:13944	ENSG00000241404	1	0	1	0	0	0	contextual	stable_surface_attachment	low	both
EGFLAM	Q63HQ2	HGNC:26810	ENSG00000164318	0	0	0	0	0	0	yes	classical_surface_receptor	medium	sonnet_only
EGFR	P00533	HGNC:3236	ENSG00000146648	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
EHBP1	Q8NDI1	HGNC:29144	ENSG00000115504	1	0	0	1	0	0				m1_only
EHBP1L1	Q8N3D4	HGNC:30682	ENSG00000173442	1	0	0	1	0	0				m1_only
EHD1	Q9H4M9	HGNC:3242	ENSG00000110047	2	0	1	1	0	0				m1_only
EHD2	Q9NZN4	HGNC:3243	ENSG00000024422	2	0	1	1	0	0				m1_only
EHD3	Q9NZN3	HGNC:3244	ENSG00000013016	2	0	1	1	0	0				m1_only
EIF2B2	P49770	HGNC:3258	ENSG00000119718	1	0	0	1	0	0				m1_only
EIF4A1	P60842	HGNC:3282	ENSG00000161960	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
EIF4B	P23588	HGNC:3285	ENSG00000063046	1	0	0	1	0	0				m1_only
EIF5	P55010	HGNC:3299	ENSG00000100664	1	0	0	1	0	0				m1_only
EIF5AL1	Q6IS14	HGNC:17419	ENSG00000253626	1	0	0	1	0	0				m1_only
EIF5B	O60841	HGNC:30793	ENSG00000158417	1	0	0	1	0	0				m1_only
ELANE	P08246	HGNC:3309	ENSG00000197561	1	0	1	0	0	0	contextual	cell_state_induced	medium	both
ELAPOR1	Q6UXG2	HGNC:29618	ENSG00000116299	3	1	0	1	1	0	yes	classical_surface_receptor	medium	both
ELAPOR2	A8MWY0	HGNC:21945	ENSG00000164659	3	1	0	0	1	1	yes	classical_surface_receptor	medium	both
ELFN1	P0C7U0	HGNC:33154	ENSG00000225968	4	1	0	1	1	1	yes	classical_surface_receptor	high	both
ELFN2	Q5R3F8	HGNC:29396	ENSG00000166897	3	1	0	0	1	1	yes	classical_surface_receptor	medium	both
ELMO3	Q96BJ8	HGNC:17289	ENSG00000102890	1	0	0	1	0	0				m1_only
ELN	P15502	HGNC:3327	ENSG00000049540	1	0	0	1	0	0				m1_only
ELOC	Q15369	HGNC:11617	ENSG00000154582	1	0	0	1	0	0				m1_only
ELOVL4	Q9GZR5	HGNC:14415	ENSG00000118402	1	0	0	0	0	1				m1_only
ELOVL6	Q9H5J4	HGNC:15829	ENSG00000170522	1	0	0	0	0	1				m1_only
ELSPBP1	Q96BH3	HGNC:14417	ENSG00000169393	1	0	1	0	0	0	contextual	tissue_restricted_surface	medium	both
EMB	Q6PCB8	HGNC:30465	ENSG00000170571	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
EMC1	Q8N766	HGNC:28957	ENSG00000127463	1	0	0	0	0	1				m1_only
EMC10	Q5UCC4	HGNC:27609	ENSG00000161671	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
EMCN	Q9ULC0	HGNC:16041	ENSG00000164035	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
EMID1	Q96A84	HGNC:18036	ENSG00000186998	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
EMILIN1	Q9Y6C2	HGNC:19880	ENSG00000138080	2	0	1	0	0	1				m1_only
EMILIN2	Q9BXX0	HGNC:19881	ENSG00000132205	1	0	0	0	0	1				m1_only
EMP1	P54849	HGNC:3333	ENSG00000134531	2	0	0	0	1	1	yes	multipass_with_exposed_loops	high	both
EMP2	P54851	HGNC:3334	ENSG00000213853	4	1	1	0	1	1	yes	multipass_with_exposed_loops	high	both
EMP3	P54852	HGNC:3335	ENSG00000142227	3	0	0	1	1	1	yes	multipass_with_exposed_loops	high	both
EN2	P19622	HGNC:3343	ENSG00000164778	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
ENAH	Q8N8S7	HGNC:18271	ENSG00000154380	1	0	0	1	0	0				m1_only
ENDOD1	O94919	HGNC:29129	ENSG00000149218	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
ENDOU	P21128	HGNC:14369	ENSG00000111405	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
ENG	P17813	HGNC:3349	ENSG00000106991	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
ENHO	Q6UWT2	HGNC:24838	ENSG00000168913	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
ENO1	P06733	HGNC:3350	ENSG00000074800	3	0	1	1	0	1	contextual	cell_state_induced	medium	both
ENO2	P09104	HGNC:3353	ENSG00000111674	1	0	0	1	0	0				m1_only
ENO3	P13929	HGNC:3354	ENSG00000108515	1	0	0	1	0	0				m1_only
ENOX1	Q8TC92	HGNC:25474	ENSG00000120658	1	0	0	1	0	0	yes	other	medium	both
ENOX2	Q16206	HGNC:2259	ENSG00000165675	2	0	1	1	0	0	contextual	cell_state_induced	high	both
ENPEP	Q07075	HGNC:3355	ENSG00000138792	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
ENPP1	P22413	HGNC:3356	ENSG00000197594	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
ENPP2	Q13822	HGNC:3357	ENSG00000136960	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
ENPP3	O14638	HGNC:3358	ENSG00000154269	3	1	1	0	0	1	yes	classical_surface_receptor	high	both
ENPP4	Q9Y6X5	HGNC:3359	ENSG00000001561	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
ENPP5	Q9UJA9	HGNC:13717	ENSG00000112796	1	0	0	0	1	0	yes	classical_surface_receptor	high	both
ENPP6	Q6UWR7	HGNC:23409	ENSG00000164303	1	0	0	0	1	0	yes	gpi_anchored	high	both
ENPP7	Q6UWV6	HGNC:23764	ENSG00000182156	1	1	0	0	0	0	yes	classical_surface_receptor	high	both
ENTPD1	P49961	HGNC:3363	ENSG00000138185	4	1	1	0	1	1	yes	multipass_with_exposed_loops	high	both
ENTPD2	Q9Y5L3	HGNC:3364	ENSG00000054179	2	1	0	0	0	1	yes	multipass_with_exposed_loops	high	both
ENTPD3	O75355	HGNC:3365	ENSG00000168032	2	1	0	0	1	0	yes	multipass_with_exposed_loops	high	both
ENTPD5	O75356	HGNC:3367	ENSG00000187097	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
ENTPD6	O75354	HGNC:3368	ENSG00000197586	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
ENTPD7	Q9NQZ7	HGNC:19745	ENSG00000198018	1	0	0	0	0	1				m1_only
ENTPD8	Q5MY95	HGNC:24860	ENSG00000188833	1	1	0	0	0	0	yes	multipass_with_exposed_loops	high	both
ENTREP1	Q15884	HGNC:24820	ENSG00000135063	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
ENTREP3	P81408	HGNC:1233	ENSG00000160767	2	0	0	0	1	1				m1_only
EPB41	P11171	HGNC:3377	ENSG00000159023	2	0	1	1	0	0				m1_only
EPB41L1	Q9H4G0	HGNC:3378	ENSG00000088367	1	0	0	1	0	0				m1_only
EPB41L2	O43491	HGNC:3379	ENSG00000079819	1	0	0	1	0	0				m1_only
EPB41L3	Q9Y2J2	HGNC:3380	ENSG00000082397	2	0	1	1	0	0				m1_only
EPB41L4A	Q9HCS5	HGNC:13278	ENSG00000129595	1	0	0	1	0	0				m1_only
EPB41L4B	Q9H329	HGNC:19818	ENSG00000095203	1	0	0	1	0	0	contextual	dual_localization	low	both
EPB41L5	Q9HCM4	HGNC:19819	ENSG00000115109	1	0	0	1	0	0				m1_only
EPCAM	P16422	HGNC:11529	ENSG00000119888	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
EPDR1	Q9UM22	HGNC:17572	ENSG00000086289	1	0	0	0	0	1	contextual	lysosomal_exocytosis	medium	both
EPGN	Q6UW88	HGNC:17470	ENSG00000182585	2	1	0	0	1	0	contextual	dual_localization	medium	both
EPHA1	P21709	HGNC:3385	ENSG00000146904	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
EPHA10	Q5JZY3	HGNC:19987	ENSG00000183317	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
EPHA2	P29317	HGNC:3386	ENSG00000142627	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
EPHA3	P29320	HGNC:3387	ENSG00000044524	4	1	0	1	1	1	yes	classical_surface_receptor	high	both
EPHA4	P54764	HGNC:3388	ENSG00000116106	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
EPHA5	P54756	HGNC:3389	ENSG00000145242	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
EPHA6	Q9UF33	HGNC:19296	ENSG00000080224	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
EPHA7	Q15375	HGNC:3390	ENSG00000135333	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
EPHA8	P29322	HGNC:3391	ENSG00000070886	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
EPHB1	P54762	HGNC:3392	ENSG00000154928	4	1	0	1	1	1	yes	classical_surface_receptor	high	both
EPHB2	P29323	HGNC:3393	ENSG00000133216	4	1	0	1	1	1	yes	classical_surface_receptor	high	both
EPHB3	P54753	HGNC:3394	ENSG00000182580	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
EPHB4	P54760	HGNC:3395	ENSG00000196411	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
EPHB6	O15197	HGNC:3396	ENSG00000106123	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
EPHX1	P07099	HGNC:3401	ENSG00000143819	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
EPHX3	Q9H6B9	HGNC:23760	ENSG00000105131	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
EPHX4	Q8IUS5	HGNC:23758	ENSG00000172031	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
EPN1	Q9Y6I3	HGNC:21604	ENSG00000063245	1	0	0	1	0	0				m1_only
EPN3	Q9H201	HGNC:18235	ENSG00000049283	1	0	1	0	0	0				m1_only
EPO	P01588	HGNC:3415	ENSG00000130427	1	0	1	0	0	0				m1_only
EPOR	P19235	HGNC:3416	ENSG00000187266	4	1	1	1	1	0	yes	classical_surface_receptor	high	both
EPPIN	O95925	HGNC:15932	ENSG00000101448	2	1	1	0	0	0	contextual	tissue_restricted_surface	high	both
EPPK1	P58107	HGNC:15577	ENSG00000261150	1	1	0	0	0	0				m1_only
EPS15	P42566	HGNC:3419	ENSG00000085832	1	0	1	0	0	0				m1_only
EPS15L1	Q9UBC2	HGNC:24634	ENSG00000127527	1	0	1	0	0	0				m1_only
EPS8	Q12929	HGNC:3420	ENSG00000151491	2	0	1	1	0	0				m1_only
EPS8L1	Q8TE68	HGNC:21295	ENSG00000131037	1	0	1	0	0	0				m1_only
EPS8L2	Q9H6S3	HGNC:21296	ENSG00000177106	1	0	1	0	0	0				m1_only
EPS8L3	Q8TE67	HGNC:21297	ENSG00000198758	1	0	1	0	0	0				m1_only
EQTN	Q9NQ60	HGNC:1359	ENSG00000120160	2	0	0	1	1	0	contextual	tissue_restricted_surface	high	both
ERAP1	Q9NZ08	HGNC:18173	ENSG00000164307	1	0	0	1	0	0				m1_only
ERBB2	P04626	HGNC:3430	ENSG00000141736	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
ERBB3	P21860	HGNC:3431	ENSG00000065361	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
ERBB4	Q15303	HGNC:3432	ENSG00000178568	3	1	1	0	1	0	yes	classical_surface_receptor	high	both
ERBIN	Q96RT1	HGNC:15842	ENSG00000112851	3	1	1	1	0	0				m1_only
ERC1	Q8IUD2	HGNC:17072	ENSG00000082805	2	0	1	1	0	0				m1_only
ERC2	O15083	HGNC:31922	ENSG00000187672	1	0	1	0	0	0				m1_only
EREG	O14944	HGNC:3443	ENSG00000124882	2	1	0	0	1	0	contextual	dual_localization	medium	both
ERMAP	Q96PL5	HGNC:15743	ENSG00000164010	3	1	1	0	1	0	yes	classical_surface_receptor	high	both
ERMN	Q8TAM6	HGNC:29208	ENSG00000136541	1	0	0	1	0	0				m1_only
ERMP1	Q7Z2K6	HGNC:23703	ENSG00000099219	2	0	0	0	1	1				m1_only
ERP29	P30040	HGNC:13799	ENSG00000089248	1	0	1	0	0	0				m1_only
ERP44	Q9BS26	HGNC:18311	ENSG00000023318	1	0	1	0	0	0				m1_only
ERV3-1	Q14264	HGNC:3454	ENSG00000213462	0	0	0	0	0	0	contextual	cell_state_induced	medium	sonnet_only
ERVFC1	P60507			2	1	0	0	1	0				m1_only
ERVFRD-1	P60508	HGNC:33823	ENSG00000244476	2	1	0	0	1	0	contextual	tissue_restricted_surface	high	both
ERVH48-1	M5A8F1	HGNC:17216	ENSG00000233056	0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
ERVK-18	O42043			1	0	0	0	1	0				m1_only
ERVK-19	O71037			2	1	0	0	1	0				m1_only
ERVK-21	P61565			2	1	0	0	1	0				m1_only
ERVK-24	P61566			1	0	0	0	1	0				m1_only
ERVK-25	P61570			1	0	0	0	1	0				m1_only
ERVK-6	Q69384			2	1	0	0	1	0				m1_only
ERVK-7	P61567			1	0	0	0	1	0				m1_only
